Front,Back,Reversible
What is the role of the full bootstrap program?,"It is more sophisticated and loads the entire OS from a non-fixed location, then starts the OS.",y
Define: boot partition,A storage device partition containing an executable operating system and its device drivers.,y
Define: master boot record (MBR),"Windows boot code, stored in the first logical block (or first page for NVM) of a boot partition. It contains boot code, a partition table, and a flag for the boot partition.",y
Define: boot sector,"The first sector of a Windows boot device, containing bootstrap code that directs to the kernel.",y
What does the system's firmware do at the beginning of the Windows boot process?,It directs the system to read boot code from the MBR.,y
"What is a common type of storage device failure, more frequent than complete disk failure?",One or more sectors becoming defective.,y
When do disks typically come with bad blocks?,Most disks come from the factory with bad blocks.,y
"How were bad blocks handled on older disks (e.g., IDE controllers)?","Manually, by scanning the disk for bad blocks during formatting and flagging them as unusable.",y
What Linux program is used to search for and lock away bad blocks that develop during operation?,`badblocks`.,y
What typically happens to data on bad blocks when handled manually?,It is usually lost.,y
How do more sophisticated disks handle bad-block recovery?,"The controller maintains a list of bad blocks (initialized at factory, updated over life) and replaces bad sectors logically with spare sectors.",y
Define: bad block,"An unusable sector on an HDD (or non-functional bits, bytes, pages on NVM devices).",y
Define: sector sparing,"Replacement of an unusable HDD sector with another sector elsewhere on the device, typically a spare sector set aside during low-level formatting.",y
What is another term for 'sector sparing'?,Forwarding.,y
How does a device controller replace a bad sector with a spare sector?,"After detecting a bad sector (e.g., via ECC error), the controller logically replaces it. Subsequent requests for the original logical block are then translated to the replacement sector's address.",y
What is a potential consequence of the controller redirecting bad blocks?,It could invalidate OS disk-scheduling optimization.,y
Where are spare sectors typically located on disks?,"A few spare sectors in each cylinder, and a spare cylinder.",y
"When a bad block is remapped, where does the controller try to use a spare sector from?",The same cylinder if possible.,y
Define: sector slipping,"Renaming of sectors to avoid using a bad sector, by remapping all subsequent sectors down one spot to free up space, and then mapping the bad sector to the newly freed space.",y
What happens in the case of an unrecoverable hard error on a storage device?,"Data on that block is lost, and the file using the block must be repaired (e.g., from backup), requiring manual intervention.",y
How does bad block management differ for NVM devices compared to HDDs?,"It is simpler, as there is no seek time performance loss due to remapping.",y
How are replacement locations handled for bad pages on NVM devices?,"Multiple pages are set aside as replacement locations, or space from the over-provisioning area is used.",y
What does the controller for NVM devices do with bad pages?,It maintains a table of bad pages and never sets them as available to write to.,y
Define swapping.,Moving entire processes between secondary storage and main memory.,y
When does swapping typically occur?,"When physical memory is critically low, processes are moved to swap space to free memory.",y
How do modern operating systems generally implement 'swapping'?,"Modern operating systems combine swapping with virtual memory, typically swapping pages rather than entire processes.",y
Are the terms 'swapping' and 'paging' used interchangeably?,"Yes, often.",y
Define swap-space management.,A low-level operating system (OS) task of managing space on secondary storage for swapping and paging.,y
How does virtual memory utilize secondary storage?,As an extension of main memory.,y
What is the impact of drive access speed on system performance when using swap space?,"Drive access is much slower than memory access, which significantly decreases system performance when using swap space.",y
What is the main goal for swap space design and implementation?,To provide the best throughput for the virtual memory system.,y
Does swap space usage vary between operating systems?,"Yes, it is used differently by OS depending on their memory-management algorithms.",y
What kind of data do older 'swapping systems' (not paging) typically hold in swap space?,The entire process image (code and data segments).,y
What do 'paging systems' store in swap space?,Pages pushed out of main memory.,y
How much swap space is typically needed?,It varies from a few megabytes (MB) to gigabytes (GB).,y
What factors determine the amount of swap space needed?,"Physical memory, virtual memory backing, and virtual memory usage.",y
Is it safer to overestimate or underestimate the required swap space?,It is safer to overestimate.,y
What are the consequences of running out of swap space?,The system may abort processes or crash.,y
What is the consequence of overestimating swap space?,"It primarily wastes secondary storage space, with no other harm.",y
What was Solaris's general recommendation for swap space amount?,Swap space equal to virtual memory exceeding pageable physical memory.,y
What was a past recommendation for Linux swap space amount?,Double the physical memory.,y
How has the amount of swap space typically used by Linux changed today compared to the past?,Considerably less is used today due to changes in paging algorithms.,y
Do some operating systems allow multiple swap spaces?,"Yes, some OS (e.g., Linux) allow multiple swap spaces.",y
What forms can multiple swap spaces take in an OS like Linux?,They can be swap files on a regular file system or dedicated swap partitions.,y
Where are multiple swap spaces usually located for optimal performance?,On separate storage devices.,y
"What is the purpose of having multiple swap spaces, especially on separate storage devices?",To spread the I/O load from paging/swapping over the system's I/O bandwidth.,y
What are the two main places where swap space can reside?,Carved out of a normal file system (as a large file) or in a separate raw partition.,y
How is swap space managed when it resides as a file within a normal file system?,"Normal file-system routines are used to create, name, and allocate space for it.",y
Define raw partition.,A partition within a storage device that does not contain a file system.,y
What is a key structural characteristic of swap space located in a raw partition?,It has no file system or directory structure.,y
How are blocks allocated and deallocated for swap space in a raw partition?,A separate swap-space storage manager handles the allocation and deallocation of blocks.,y
What is the primary optimization goal for algorithms used by a raw partition swap-space manager?,"Speed, rather than storage efficiency.",y
How does the access frequency of swap space in a raw partition compare to file systems?,It is accessed more frequently than file systems.,y
"What type of fragmentation might increase with swap space in a raw partition, and why is it considered acceptable?","Internal fragmentation may increase, but it is acceptable because the data life is shorter, and fragmentation is short-lived (reinitialized at boot time).",y
What is a characteristic of the raw-partition approach concerning the amount of swap space?,It allocates a fixed amount of swap space during disk partitioning.,y
How can more swap space be added when using the raw-partition approach?,By repartitioning the device (which may involve moving or destroying other partitions) or by adding another swap space elsewhere.,y
Are operating systems flexible in terms of swap space location? Provide an example.,"Yes, some OS (e.g., Linux) are flexible and can swap in both raw partitions and file-system space.",y
What is the main trade-off when choosing between file system allocation and raw partitions for swap space?,The convenience of file system allocation/management versus the performance of raw partitions.,y
How did traditional UNIX kernels manage swapping?,They copied entire processes between contiguous disk regions and memory.,y
How did later UNIX systems evolve their swap management?,They evolved to a combination of swapping and paging as paging hardware became available.,y
What significant changes did Solaris 1 introduce regarding swap management?,It changed standard UNIX methods for efficiency and technological developments.,y
"In Solaris 1, how were text-segment (code) pages handled when a process executed and subsequently selected for pageout?","They were brought from the file system, accessed in memory, and then discarded ('thrown away') if selected for pageout.",y
Why was it more efficient for Solaris 1 to 'throw away' text-segment pages rather than write them to swap space?,It was more efficient to reread the page from the file system than to write it to swap space and then reread it.,y
For what specific type of memory was swap space primarily used as a backing store in Solaris 1?,Pages of anonymous memory.,y
Define anonymous memory.,"Memory not backed by any file (e.g., stack, heap, uninitialized data of a process). Dirty pages paged out from anonymous memory are stored in swap space.",y
What was the biggest change in later Solaris versions regarding swap space allocation?,"Swap space is allocated only when a page is forced out of physical memory, not when the virtual memory page is first created.",y
What is the benefit of the later Solaris swap space allocation scheme?,"It provides better performance on modern computers, which typically have more physical memory and thus page less frequently.",y
How is Linux's swap space use similar to Solaris?,Swap space is primarily used only for anonymous memory.,y
What types of swap areas does Linux allow?,"Linux allows one or more swap areas, which can be a swap file on a regular file system or a dedicated swap partition.",y
What are 'page slots' in Linux swap-space management?,A series of 4-KB slots within each Linux swap area designed to hold swapped pages. It's part of the data structure tracking swap-space use.,y
What is a 'swap map' in Linux swap-space management?,"An array of integer counters associated with each Linux swap area, used to track swap-space use.",y
"In a Linux swap map, what does a counter value of 0 indicate?",The corresponding page slot is available.,y
"In a Linux swap map, what does a counter value greater than 0 indicate?",The corresponding page slot is occupied by a swapped page.,y
"In a Linux swap map, what does the specific integer value of a counter (if > 0) signify?","It indicates the number of mappings to the swapped page (e.g., a value of 3 means it's mapped to 3 processes if it's shared memory).",y
What are the three ways computers access secondary storage?,"Host-attached, network-attached, and cloud storage.",y
Define host-attached storage.,Storage accessed through local I/O ports (directly attached to a computer).,y
What is the most common local I/O port for host-attached storage?,SATA.,y
How can a system gain more storage access beyond its typical few SATA ports?,"By connecting individual storage devices, devices in a chassis, or multiple drives in a chassis via USB, FireWire, or Thunderbolt.",y
What kind of I/O architectures are used by high-end workstations and servers that need more/shared storage?,Sophisticated I/O architectures.,y
What is Fibre Channel (FC)?,A high-speed serial architecture (optical fiber or copper cable) used in data centers to connect computers to storage arrays.,y
What are the benefits of Fibre Channel (FC)?,"Large address space, switched communication, and the ability to attach multiple hosts/storage devices to the fabric, providing flexibility in I/O communication.",y
Name some devices suitable for host-attached storage.,"HDDs, NVM devices, CD/DVD/Blu-ray/tape drives, and storage-area networks (SANs).",y
How are I/O commands for host-attached storage directed?,Reads/writes of logical data blocks are directed to specifically identified storage units (via bus ID or target logical unit).,y
Define Network-Attached Storage (NAS).,Storage accessed from a computer across a network.,y
What types of systems can a NAS device be?,A special-purpose storage system or a general computer system providing storage to other hosts.,y
How do clients typically access NAS?,Via a remote-procedure-call (RPC) interface.,y
Name common RPC interfaces used for NAS.,NFS (for UNIX/Linux) and CIFS (for Windows).,y
How are RPCs for NAS typically carried?,"Via TCP/UDP over an IP network, usually within the same LAN.",y
How is a NAS unit usually implemented?,As a storage array with RPC interface software.,y
What features do CIFS and NFS provide for NAS?,"Locking features, allowing file sharing between hosts accessing the NAS.",y
What is a key convenience of NAS for LAN computers?,"It provides a convenient way to share a storage pool, offering ease of naming and access.",y
What is a downside of NAS compared to some direct-attached storage?,It is less efficient and has lower performance.,y
What is iSCSI?,The latest network-attached storage protocol that uses the IP network protocol to carry the SCSI protocol.,y
What does iSCSI use instead of SCSI cables for interconnects between hosts and storage?,IP networks.,y
How do hosts treat storage accessed via iSCSI?,"As if it were directly attached, even if it is distant.",y
What is the difference in data transfer between NFS/CIFS and iSCSI?,"NFS/CIFS present a file system and send parts of files, whereas iSCSI sends logical blocks across the network, allowing the client to use blocks directly or create a file system.",y
Define Cloud storage.,"Storage accessed over the Internet/WAN to a remote, shared data center, often provided for a fee or free. It is similar to network-attached storage but accessed differently.",y
How does cloud storage differ from NAS in terms of access and presentation?,"NAS is accessed as another file system (CIFS/NFS) or raw block device (iSCSI), with the OS integrating these protocols. Cloud storage is API based, meaning programs use APIs to access it.",y
Name some examples of cloud storage services.,"Amazon S3, Dropbox, Microsoft OneDrive, Apple iCloud.",y
Why do cloud storage services typically use APIs instead of existing protocols like NFS/CIFS?,Due to WAN latency and the higher likelihood of failure scenarios.,y
For what type of networks are NAS protocols (NFS/CIFS) designed?,"LANs, which have lower latency and less connectivity loss.",y
What can happen if a LAN connection fails when using NFS/CIFS?,The system might hang.,y
How do applications handle failures with cloud storage?,"Failures are more likely, and the application typically pauses access until connectivity is restored.",y
"What is a drawback of NAS, especially in large client-server installations?","Storage I/O consumes data network bandwidth, increasing network communication latency, and server-client communication competes with server-storage communication.",y
What is a Storage-Area Network (SAN)?,"A private network connecting servers and storage units, using storage protocols rather than networking protocols. It is a local-area storage network allowing multiple computers to connect to storage devices.",y
What is the primary strength of a SAN?,Flexibility.,y
What can attach to the same SAN fabric?,Multiple hosts and storage arrays.,y
How is storage allocated to hosts in a SAN?,It is dynamically allocated.,y
What types of drives are found in storage arrays?,RAID protected or unprotected drives (Just a Bunch of Disks - JBOD).,y
What is Just a Bunch of Disks (JBOD)?,Unprotected drives in a storage array.,y
What is the function of a SAN switch?,It allows or prohibits access between hosts and storage.,y
Provide an example of how a SAN can be configured to help a host.,"If a host is low on disk space, the SAN can be configured to allocate more storage to it.",y
How do SANs facilitate sharing for server clusters?,Clusters of servers can share the same storage.,y
How do SANs typically compare to storage arrays in terms of ports and cost?,SANs typically have more ports and higher cost.,y
"What are the typical characteristics of SAN connectivity regarding distance, routing, and number of connected hosts?","Short distances, typically no routing, and NAS can have more connected hosts than SAN.",y
What is a storage array?,"A purpose-built device that includes SAN/network ports (or both) and contains drives to store data, along with controller(s) to manage storage and access.",y
What components are found within storage array controllers?,"CPUs, memory, and software.",y
Name some features implemented by storage array controllers' software.,"Network protocols, UIs (user interfaces), RAID, snapshots, replication, compression, deduplication, and encryption.",y
What types of drives can some storage arrays include?,SSDs.,y
What are the characteristics of a storage array with only SSDs?,Maximum performance but smaller capacity.,y
How is a mix of SSDs and HDDs typically managed in a storage array?,"Array software or the administrator selects the best medium for data, or SSDs are used as cache and HDDs as bulk storage.",y
What is the most common SAN interconnect?,Fibre Channel (FC).,y
Which SAN interconnect is increasing in use due to its simplicity?,iSCSI.,y
What is InfiniBand (IB)?,A special-purpose bus architecture that provides hardware and software support for high-speed interconnection networks between servers and storage units.,y
What does it mean that attaching many drives to a computer is economically feasible?,It creates opportunities for improving data read/write rate through parallel operation and improving data storage reliability through redundant information on multiple drives.,y
What is the benefit of redundant information on multiple drives?,Failure of one drive does not lead to data loss.,y
Define Redundant Arrays of Independent Disks (RAID).,"RAID is a disk organization technique where two or more storage devices work together, usually with protection from device failure.",y
What was the primary use of RAIDs in the past?,"RAIDs were used as a cost-effective alternative to large, expensive disks by utilizing arrays of small, cheap disks.",y
What are the primary uses of RAIDs today?,RAIDs are used for higher reliability and data-transfer rates.,y
"What does the 'I' in RAID stand for today, and what did it stand for in the past?","Today, 'I' stands for 'independent'. In the past, it stood for 'inexpensive'.",y
How does the chance of disk failure in a multi-disk RAID array compare to a single disk?,The chance of some disk failing in an array of N disks is greater than the chance of a single disk failing.,y
Define Mean Time Between Failures (MTBF).,MTBF is the statistical mean time a device is expected to work correctly before failing.,y
Why is storing only one copy of data on a disk array unacceptable?,Each disk failure would lead to significant data loss.,y
What is the solution to prevent data loss when a disk fails in a multi-disk system?,"Introduce redundancy by storing extra information not normally needed, which is used to rebuild lost information if a disk fails.",y
Are RAIDs applicable to NVM devices?,"Yes, RAIDs are applicable to NVM (Non-Volatile Memory) devices, which are less likely to fail than HDDs because they have no moving parts.",y
What is the simplest and most expensive redundancy technique?,Mirroring.,y
Define mirroring.,"Mirroring is a storage RAID protection technique where two physical devices contain the same content; if one fails, data is read from the other.",y
What is a mirrored volume?,A mirrored volume is a volume in which two devices are mirrored.,y
When does data loss occur in a mirrored volume?,Data is lost only if the second drive fails before the first failed drive is replaced and its data restored.,y
What factors determine the Mean Time Between Failures (MTBF) of a mirrored volume (where failure means data loss)?,The MTBF of individual drives and the mean time to repair (average time to replace a failed drive and restore data).,y
Define Mean Time To Repair.,Mean time to repair is the statistical mean of time to repair a device.,y
Define Mean Time To Data Loss.,Mean time to data loss is the statistical mean of time until data is lost.,y
What are some reasons why drive failures might not be independent in a RAID system?,"Power failures, natural disasters, and manufacturing defects can cause correlated failures. Additionally, as drives age, their probability of failure grows, increasing the chance of a second failure during repair.",y
What is a particular concern regarding power failures in RAID systems with writes in progress?,"If writes are in progress to the same block on both drives and power fails before both are written, it can lead to an inconsistent state.",y
How can the issue of inconsistent state during power failures in RAID systems be resolved?,"One solution is to write one copy first, then the next. Another is to add a solid-state nonvolatile cache to the RAID array, assuming the cache has its own error protection/correction (ECC, mirroring).",y
How does parallel access to multiple drives improve performance in RAID?,"It improves the overall performance, for example, by doubling the read request rate in mirroring (reads can be sent to either drive).",y
How does mirroring affect the transfer rate per read versus the reads per unit time?,"The transfer rate per read remains the same as a single drive, but the number of reads per unit time is doubled because requests can be sent to either drive.",y
How do multiple drives improve transfer rate beyond mirroring?,They improve transfer rate by striping data.,y
Define data striping.,Data striping is the splitting of data across multiple devices.,y
What is the simplest form of data striping?,Bit-level striping.,y
Define bit-level striping.,"Bit-level striping is the splitting of data at the bit level, where each bit is stored on a separate device.",y
How does an 8-drive array with bit-level striping function as a single logical drive?,It is treated as a single drive with 8 times the normal sector size and 8 times the access rate.,y
Define block-level striping.,"Block-level striping is the splitting of data at the block level, where each block is stored on a separate device.",y
What is the most commonly available form of data striping?,Block-level striping.,y
What are the two main goals of parallelism in a storage system via striping?,"1. Increase the throughput of multiple small accesses (e.g., page accesses) by load balancing. 2. Reduce the response time of large accesses.",y
What are RAID levels?,RAID levels are various types of RAID protection.,y
Describe RAID level 0.,RAID level 0 consists of drive arrays with block-level striping but no redundancy. It offers high performance but no protection against data loss.,y
Describe RAID level 1.,"RAID level 1 is drive mirroring. It duplicates data across two drives, providing high reliability at a high cost (double the storage space).",y
What is the core idea behind RAID level 4 (and RAID 5 and 6) regarding error correction?,"It uses memory-style error-correcting-code (ECC) organization, where blocks are striped across drives, and the ECC calculation result (parity) is stored on an extra drive.",y
How does RAID 4 handle a single drive failure or damaged sector?,"If one drive fails, ECC recalculation detects the error and prevents data from being passed. If a single sector is damaged, its data can be disregarded and recalculated using parity by computing the parity of corresponding bits from other drives.",y
How do block reads and large reads/writes perform in RAID 4?,"Block reads access only one drive, allowing others to process requests. Large reads and writes achieve high transfer rates as all disks read/write in parallel.",y
What is a disadvantage of small independent writes in RAID 4?,"Small independent writes are not parallel, requiring a read-modify-write cycle.",y
Define read-modify-write cycle.,"A read-modify-write cycle is a write of data smaller than a block that requires the entire block to be read, modified, and then written back.",y
How many drive accesses are typically required for a single small write in RAID 4 due to the read-modify-write cycle?,Four drive accesses: two to read (old data and old parity) and two to write (new data and new parity).,y
What is an advantage of RAID 4 used by WAFL (Write Anywhere File Layout) file system?,"It allows seamless drive addition, as new drives can be added with zeros, which does not change the parity calculation for existing data.",y
"What are two key advantages of RAID 4 over RAID 1, considering they offer equal data protection?",1. Reduced storage overhead: one parity drive serves several regular drives (vs. one mirror for every drive). 2. Faster transfer rate: reads/writes of a series of blocks spread over multiple drives (N-way striping) are N times faster than RAID 1.,y
What is a performance problem associated with RAID 4 and other parity-based RAIDs?,"The expense of computing and writing XOR parity, which can slow down write operations.",y
How are the performance issues of parity-based RAIDs mitigated today?,"Modern CPUs are fast enough that the performance hit is minimal. Many RAID storage arrays/HBAs include dedicated parity hardware and NVRAM caches that buffer writes and gather data into full stripes to write concurrently, avoiding most read-modify-write cycles.",y
Describe RAID level 5.,"RAID level 5 is block-interleaved distributed parity. It spreads both data and parity among all N+1 drives, rather than dedicating a single drive for parity.",y
How is parity distributed in RAID 5?,"For each set of N blocks of data, one drive stores the parity block for that set, while the others store data blocks. The parity block cannot be stored on the same drive as any of the data blocks it protects within that stripe.",y
What is the primary benefit of distributing parity across all drives in RAID 5 compared to RAID 4?,"It avoids the overuse and potential bottleneck of a single parity drive, which is a problem in RAID 4, improving write performance.",y
Which RAID level is the most common parity RAID?,RAID level 5.,y
Describe RAID level 6.,"RAID level 6 is a P + Q redundancy scheme. Like RAID 5, it distributes data and parity, but stores an extra set of redundant information for multiple drive failures, using Galois field math to calculate the second (Q) parity.",y
What mathematical concept is used in RAID 6 to calculate the second parity block (Q)?,Galois field math.,y
What is the primary advantage of RAID 6 in terms of failure tolerance?,A RAID 6 system can tolerate the failure of two drives without data loss.,y
What is Multidimensional RAID level 6?,"It is an amplification of RAID level 6, typically used in arrays with hundreds of drives. It logically arranges drives into rows and columns and implements RAID 6 horizontally (across rows) and vertically (down columns) to recover from multiple failures.",y
Describe RAID levels 0+1 and 1+0.,"They are combined RAID levels designed to offer both performance (from RAID 0) and reliability (from RAID 1). RAID 0+1 stripes a set of drives then mirrors the entire stripe. RAID 1+0 mirrors drives in pairs, then stripes across those mirrored pairs.",y
Which combined RAID level offers theoretical advantages for single drive failures?,"RAID 1+0. If a single drive fails in RAID 0+1, the entire stripe becomes inaccessible, leaving only the mirrored copy. In RAID 1+0, only the single failed drive is unavailable, but its mirror is still functional, and the rest of the drives remain available.",y
List the four main ways RAID can be implemented.,1. Volume-management software (in kernel/system software). 2. HBA (Host Bus Adapter) hardware. 3. Storage array hardware. 4. SAN (Storage Area Network) interconnect layer via drive virtualization devices.,y
Define snapshot in the context of file systems.,A snapshot is a read-only view of a file system at a particular point in time.,y
Define replication in file systems.,Replication is the automatic duplication and synchronization of data over a network to another system.,y
What are the two types of replication and how do they differ?,"1. Synchronous replication: A block is considered written only after it's been written locally AND remotely. 2. Asynchronous replication: Writes are grouped and written periodically, allowing for faster local writes but potential data loss if the primary site fails before writes are replicated.",y
How does replication compare to RAID as a protection method?,"Replication protects against data loss and can increase read performance by allowing reads from replicas. However, it typically uses more storage than most RAID configurations.",y
Define hot spare.,"A hot spare is an unused storage device ready to be used to recover data (e.g., in a RAID set) automatically without human intervention.",y
What is the importance of rebuild performance when selecting a RAID level?,"Rebuild performance, which is the time to rebuild data if a drive fails, is critical for systems requiring a continuous data supply (e.g., high-performance databases). It also influences the overall Mean Time Between Failures (MTBF) of the RAID system.",y
"Which RAID level has the easiest rebuild performance, and why?",RAID 1 (mirroring) has the easiest rebuild performance because data can simply be copied from the healthy mirrored drive.,y
"Which RAID levels require accessing all other drives for rebuild, and how long can this process take?","RAID levels 4, 5, and 6 require accessing all other drives to rebuild. Rebuild times for large RAID 5 sets can take hours.",y
When is RAID level 0 typically used?,"RAID level 0 is used in high-performance applications where data loss is not critical, such as scientific computing.",y
When is RAID level 1 commonly preferred?,"RAID level 1 is popular for applications requiring high reliability with fast recovery, such as small databases, despite its high space overhead.",y
When are RAID levels 0+1 and 1+0 used?,"They are used where both performance and reliability are important, such as with small databases, but at a higher cost due to the doubled drive requirement.",y
When is RAID level 5 often preferred?,RAID level 5 is often preferred for moderate data volumes.,y
Which RAID levels are most common in storage arrays today?,"RAID 6 and Multidimensional RAID 6 are most common in storage arrays due to their good performance, robust protection, and efficient space utilization compared to mirroring.",y
What is a characteristic innovation of the InServ storage array (HP 3Par)?,"It does not require drives to be configured at a specific RAID level. Instead, each drive is broken into 256-MB 'chunklets,' and RAID is applied at the chunklet level.",y
How does the chunklet approach in InServ arrays enhance flexibility?,"A single drive can participate in multiple and various RAID levels simultaneously, as its chunklets can be used for different volumes and RAID configurations.",y
What kind of snapshots does InServ provide?,"InServ provides both read-write and read-only snapshots, allowing multiple hosts to mount copies of a file system without own copies (changes handled by copy-on-write).",y
Define utility storage.,"Utility storage is an InServ feature where storage space can be increased as needed. An administrator configures a host with a large logical storage, but initially, only a small amount of physical storage is allocated, with more added on demand.",y
What are the benefits of utility storage?,"It reduces the drives needed by hosts initially, delays drive purchases, and allows drives to be added/removed without the file system noticing.",y
"Beyond traditional disk arrays, to what other storage devices have RAID concepts been generalized?",RAID concepts have been generalized to arrays of tapes and broadcast data over wireless networks (where blocks are split and broadcast with parity units).,y
What kind of problems does RAID NOT protect against?,"RAID does not protect against logical errors such as wrong file pointers, wrong pointers within file structure, incomplete writes ('torn writes'), or accidental overwrites of file system structures.",y
What is a significant risk with hardware RAID controller failures or software RAID bugs?,"Such failures or bugs can lead to total data loss, as RAID primarily protects against physical media errors, not other hardware or software errors.",y
What is Solaris ZFS?,"Solaris ZFS is an advanced file system, first included as part of Solaris, known for its innovative approach using checksums for data integrity.",y
How does ZFS use checksums for data integrity?,"ZFS maintains internal checksums of all blocks (data and metadata). These checksums are not kept with the checksummed block itself, but are stored with the pointer to the block (e.g., in an inode).",y
Define inode.,"In many file systems, an inode is a per-file data structure holding most of the metadata of the file.",y
How does ZFS detect and correct data corruption using checksums and mirroring?,"If ZFS reads a data block and its checksum is incorrect, the file system knows there's a problem. If the data is mirrored and one copy has an incorrect checksum while the other is correct, ZFS automatically updates the bad block with the good one.",y
What are the benefits of ZFS's comprehensive checksumming throughout its structures?,"It provides higher consistency, more robust error detection, and automatic error correction capabilities compared to traditional RAID implementations or standard file systems.",y
What other Linux file system has a similar checksum feature to ZFS?,The Linux BTRFS file system.,y
What is a common issue with most traditional RAID implementations regarding flexibility?,"They often lack flexibility in managing storage space, for example, making it difficult to change volume sizes or adapt to changing file system requirements over time.",y
How does ZFS address the lack of flexibility in traditional RAID and volume management?,"ZFS combines file-system management and volume management. Drives or partitions are gathered into 'pools' of storage, and the entire pool's free space is available to all ZFS file systems within that pool, eliminating artificial limits and the need to relocate/resize.",y
Define pool in ZFS.,"In ZFS, a pool refers to drives, partitions, or RAID sets that can contain one or more file systems.",y
What additional storage management features does ZFS provide for file systems within a pool?,"ZFS provides quotas to limit the size of a file system and reservations to assure its growth, both of which can be changed by the file-system owner at any time.",y
What is object storage?,"Object storage is an approach where data is placed into a storage pool as self-contained 'objects,' designed for programs and accessed via an object ID, rather than navigated through a traditional file system hierarchy.",y
How does object storage differ from traditional file systems?,"In object storage, there is no way for a user or program to navigate the pool directly to find objects; objects are typically accessed via a unique object ID.",y
What are two examples of object storage management software?,Hadoop file system (HDFS) and Ceph.,y
What kind of hardware is typically used for object storage systems?,"Object storage systems typically run on commodity hardware, not traditional RAID arrays.",y
What is a key advantage of object storage in terms of capacity?,"Horizontal scalability, meaning capacity can be scaled by adding more computers with internal or external disks to the storage pool, allowing for petabyte-scale pools.",y
Define horizontal scalability.,Horizontal scalability is the ability to scale capacity by adding more items (computers) rather than expanding one existing item.,y
What is a key feature of each object in object storage systems?,"Each object is self-describing, meaning it includes a description of its content.",y
What is another term for object storage based on its retrieval method?,Content-addressable storage.,y
Define content-addressable storage.,Content-addressable storage is another term for object storage; objects are retrieved based on their contents.,y
"What type of data is typically stored in object storage, and why?","Unstructured data, because there is no set format for the contents of objects.",y
Define unstructured data.,Unstructured data is data not in a fixed format but rather free-form.,y
Give examples of where huge amounts of data are stored in object stores.,"Google search contents, Dropbox files, Spotify songs, Facebook photos, and Amazon AWS S3 (for customer applications).",y
What are the major secondary storage I/O units?,Hard disk drives (HDDs) and nonvolatile memory (NVM) devices.,y
How is modern secondary storage structured?,As large one-dimensional arrays of logical blocks.,y
How can drives be attached to a computer?,"1. Through local I/O ports on the host.
2. Directly connected to motherboards.
3. Through a communications network or storage network connection.",y
What systems generate requests for secondary storage I/O?,The file system and the virtual memory system.,y
How does each secondary storage I/O request specify the device address?,As a logical block number.,y
What do disk-scheduling algorithms aim to improve for HDDs?,"Effective bandwidth, average response time, and variance in response time.",y
How do algorithms like SCAN and C-SCAN improve HDD performance?,Via disk-queue ordering strategies.,y
How does HDD performance relate to scheduling algorithms?,It varies greatly with scheduling algorithms.,y
What are the characteristics of Solid-state disks (SSDs) in relation to moving parts and scheduling algorithms?,"They have no moving parts, and their performance varies little among different scheduling algorithms.",y
Which scheduling strategy do SSDs often use?,"A simple FCFS (First-Come, First-Served) strategy.",y
What is a common characteristic and outcome of data storage and transmission?,They are complex and frequently result in errors.,y
Define Error detection.,"The process that attempts to spot problems, alert the system for corrective action, and avoid error propagation.",y
Define Error correction.,"The process that detects and repairs problems, depending on available correction data and the amount of corruption.",y
How are storage devices typically organized?,They are partitioned into one or more chunks of space.,y
What can each partition of a storage device hold?,"A volume, or it can be part of a multidevice volume.",y
Where are file systems created?,In volumes.,y
What manages a storage device's blocks?,The Operating System (OS).,y
How are new storage devices typically supplied?,Typically pre-formatted.,y
What are boot blocks and when are they allocated?,"Blocks allocated to store the system's bootstrap program, if the device contains the Operating System (OS).",y
What action must a system take if a block or page becomes corrupted?,The system must lock it out or logically replace it with a spare.,y
"What is key to good performance in some systems, related to memory management?",Efficient swap space.,y
How do some systems implement swap space?,By dedicating a raw partition to it.,y
How do other systems implement swap space?,By using a file within the file system.,y
What other options exist for swap space implementation?,"Some systems provide both dedicating a raw partition and using a file within the file system, allowing for user/admin decision.",y
How are secondary storage devices in large systems frequently made redundant?,Via RAID algorithms.,y
What do RAID algorithms allow for in storage systems?,"They allow more than one drive for operation, and enable continued operation or automatic recovery from drive failure.",y
How are RAID algorithms organized and what does each level provide?,"They are organized into different levels, with each level providing a specific combination of reliability and high transfer rates.",y
What is Object storage used for?,"It is used for big data problems, such as Internet indexing and cloud photo storage.",y
How are objects defined and addressed in object storage?,"They are self-defining collections of data, addressed by an object ID (not a file name).",y
What method is typically used for data protection in object storage?,Replication.,y
Where do computations based on data occur in object storage systems?,On systems where a copy of the data exists.,y
"What is a key scalability characteristic of object storage, and why is it important?","It is horizontally scalable, allowing for vast capacity and easy expansion.",y
