Front,Back
What is the minimum number of frames for a process with one-level indirect addressing?,At least 3 frames per process.
What primarily defines the minimum number of frames required for a system?,Computer architecture.
"For a ""move"" instruction straddling two frames with two indirect operands, how many frames might be needed?",6 frames.
What defines the maximum number of frames that can be allocated?,The total available physical memory.
"Define ""equal allocation"" in the context of virtual memory.","Assigns equal amounts of a resource to all requestors; in virtual memory, equal frames to each process."
"How are frames divided among 'n' processes using equal allocation, given 'm' frames?",Each process receives 'm/n' frames.
"Define ""proportional allocation"" in the context of virtual memory.","Assigns a resource in proportion to some aspect of the requestor; in virtual memory, page frames in proportion to process size."
When is proportional allocation used over equal allocation?,When processes need differing amounts of memory.
"How are frames allocated to process p_i with virtual memory size s_i using proportional allocation, given total size S and available frames m?","a_i ≈ (s_i/S) × m frames, ensuring a_i is an integer, greater than minimum, and sum ≤ m."
How does an increased multiprogramming level affect frame allocation to processes?,Processes lose frames.
How are high- and low-priority processes typically treated in standard equal or proportional allocation?,They are treated the same.
How can proportional allocation be adjusted to account for process priority?,"Allocate based on process priority, or a combination of size and priority."
"Define ""global replacement"" in page replacement algorithms.","Process selects replacement frame from all frames in system, even if allocated to another process."
What is a potential problem with global replacement regarding process performance?,Process performance depends on other processes' paging behavior (external circumstances).
What is the general impact of global replacement on system throughput compared to local replacement?,"Generally greater system throughput, and it is more common."
"Define ""local replacement"" in page replacement algorithms.",Process selects replacement frame only from its own allocated frames.
What is the impact of local replacement on a process's performance?,Performance depends only on its own paging behavior.
What is a page fault?,A condition where a referenced page has no valid mapping in memory.
"Define ""major fault"" (also known as ""hard fault"").",Page fault resolved by I/O to bring page from secondary storage.
What is required to resolve a major page fault?,Reading from backing store and updating the page table.
"Define ""minor fault"" (also known as ""soft fault"").",Page fault resolved without paging in data from secondary storage.
What is one reason for a minor page fault involving a shared library?,"A shared library is in memory but has no logical mapping for the process, requiring only a page table update."
What is another reason for a minor page fault involving a reclaimed page?,"A page was reclaimed to the free-frame list but not zeroed or reallocated, requiring the frame to be removed from the list and reassigned."
Which type of page fault is generally less time-consuming?,Minor page faults.
What Linux command can be used to observe minor and major page faults?,"`ps -eo min_flt,maj_flt,cmd`"
"Define ""reapers"" in the context of memory management.","Routines that scan memory, freeing frames to maintain minimum free memory."
"In a global page-replacement strategy, when are replacement routines triggered for the free-frame list?","When the list falls below a certain threshold, not necessarily at zero, to ensure sufficient free memory."
"When are kernel reaper routines triggered, and what do they do?","They are triggered when free memory falls below a minimum threshold, reclaiming pages from all processes (excluding the kernel) using page-replacement algorithms."
When is a reaper routine suspended and resumed?,"Suspended when free memory reaches a maximum threshold, and resumed when free memory falls below the minimum threshold."
Which page-replacement algorithm do reaper routines typically use?,LRU approximation.
What happens if a reaper routine is unable to maintain free frames effectively?,"It reclaims more aggressively, potentially using an algorithm like pure FIFO."
"Define ""out-of-memory (OOM) killer.""",Linux routine that terminates processes to free memory when free memory is very low.
"What is an OOM score, and how does it relate to process termination likelihood?",A score calculated by memory usage percentage; a higher score indicates a higher termination likelihood by the OOM killer.
How can OOM scores be viewed in Linux?,By checking `/proc/<pid>/oom_score` for a given process ID.
"Define ""non-uniform memory access (NUMA).""",Architecture where memory access time varies based on the CPU core.
Describe key characteristics of NUMA systems in terms of CPU access and performance.,"CPUs access local memory faster than remote memory; they are slower than uniform access systems but allow more CPUs, greater throughput, and parallelism."
What is critical for performance management in NUMA systems?,Managing page frame location.
How do NUMA-aware systems allocate frames during a page fault?,"Frames are allocated ""as close as possible"" to the CPU (minimum latency, same system board)."
How does the scheduler contribute to performance optimization in NUMA systems?,"It tracks the last CPU a process ran on and schedules the process on that CPU, then allocates frames close to it, improving cache hits and decreasing memory access latency."
Why do threads complicate memory allocation in NUMA systems?,"Process threads can run on different system boards, making memory allocation challenging."
How does Linux's CFS scheduler address thread migration in NUMA environments?,"The kernel identifies scheduling domains, and the CFS scheduler prevents thread migration across these domains to avoid memory access penalties."
How does Linux manage memory allocation for threads in NUMA environments?,"It maintains a separate free-frame list per NUMA node, ensuring threads are allocated memory from their running node."
"Define ""lgroups"" in the context of Solaris.",Solaris locality groups in the kernel that gather CPUs and memory for optimized access in NUMA systems.
How do Solaris lgroups function to optimize memory access?,"Each lgroup contains CPUs and memory where CPU access to memory within the group is within a defined latency; Solaris schedules threads and allocates memory within the lgroup, or nearby lgroups if not possible, to minimize latency and maximize cache hits."
"What is a key characteristic of a process experiencing ""thrashing"" in terms of frames?","A process without ""enough"" frames (minimum needed for its working set)."
What immediately happens when a process without enough frames tries to execute?,It quickly page-faults.
"In the context of thrashing, what happens when a page needed immediately is replaced?",The process faults again and again.
"What is ""thrashing""?",High paging activity; spending more time paging than executing.
What is the primary result of thrashing?,Severe performance problems.
"Describe the initial scenario that can lead to thrashing, involving OS monitoring CPU utilization.","OS monitors CPU utilization; if it's low, the OS increases multiprogramming by initiating a new process."
What type of page-replacement algorithm exacerbates thrashing?,A global page-replacement algorithm (replaces pages without regard to the process they belong to).
What happens when a process needs more frames and a global replacement algorithm is used?,It starts faulting and takes frames from other processes.
What is the consequence when other processes lose frames due to a global replacement algorithm?,"They also fault and take frames from others, leading to a chain reaction."
How do faulting processes impact the paging device and the ready queue?,"Faulting processes heavily use the paging device, causing the ready queue to empty as processes wait."
"What happens to CPU utilization as processes wait for the paging device, and how does the CPU scheduler react?","CPU utilization decreases, prompting the CPU scheduler to *increase* multiprogramming further."
How does the new process initiated by the CPU scheduler contribute to the thrashing cycle?,"It takes frames, leading to more page faults and a longer paging device queue."
What happens to system throughput when thrashing occurs?,System throughput plunges.
What happens to the page-fault rate and effective memory-access time during thrashing?,"The page-fault rate increases tremendously, causing effective memory-access time to increase."
What is the overall state of the system when thrashing occurs?,No work is done; processes spend all their time paging.
"Describe the relationship between CPU utilization and the degree of multiprogramming, especially when thrashing occurs.","As multiprogramming increases, CPU utilization increases (slower) until it reaches a maximum. Further increases lead to thrashing, causing CPU utilization to drop sharply."
What is the immediate action to stop thrashing once it has begun?,Decrease the degree of multiprogramming.
What types of page replacement algorithms can limit the effects of thrashing?,Local replacement algorithm or priority replacement algorithm.
"Define ""local replacement algorithm"".",Page replacement algorithm that avoids thrashing by not allowing a process to steal frames from other processes.
"Define ""priority replacement algorithm"".",Page replacement algorithm that avoids thrashing by not allowing a process to steal frames from other processes.
What is a remaining problem even with local or priority replacement algorithms when thrashing processes exist?,"Thrashing processes still queue for the paging device, increasing the average service time for page faults and thus increasing effective access time for all processes."
What is the fundamental way to prevent thrashing?,Provide each process with enough frames.
What model is used to determine how many frames a process needs?,The locality model.
"Define ""locality model"".",A model where a process moves from locality to locality during its execution.
"Define ""locality model"" (from glossary).",Model for page replacement based on the working-set strategy.
"What is a ""locality"" in the context of the locality model?",A set of pages actively used together.
Describe characteristics of localities in a running program.,"A running program has several overlapping localities, defined by program structure and data structures."
Give an example of a change in locality.,"A function call might create a new locality (function instructions, local variables, subset of global variables); exiting a function leaves that locality."
What common computing principle is reflected by the locality model?,"The principle behind caching, which states that accesses are patterned, not random."
When does thrashing occur in relation to a process's locality?,When a process does not have enough frames for its current locality.
What is the working-set model based on?,The locality assumption.
"Define ""working-set model"" (from glossary).",Memory access model based on tracking the set of most recently accessed pages.
What parameter is used in the working-set model to define a 'window'?,"Delta (Δ), which defines the working-set window."
"Define ""working-set window"" (from glossary).","Limited set of most recently accessed pages (a ""window"" view of the entire set of accessed pages)."
"What is the ""working set"" of a process?",The set of pages in the most recent Delta (Δ) references (within the working-set window).
"Define ""working set"" (from glossary).",The set of pages in the most recent page references.
How do pages enter and leave the working set?,A page in active use is in the working set. A page no longer used drops from the working set Delta (Δ) time units after its last reference.
What does the working set approximate?,A program's locality.
What determines the accuracy of the working set?,The selection of the Delta (Δ) (working-set window) parameter.
What is the consequence if Delta (Δ) is too small for the working-set model?,It won't encompass the entire locality.
What is the consequence if Delta (Δ) is too large for the working-set model?,It may overlap several localities.
What does an infinite Delta (Δ) mean for the working set?,The working set becomes all pages touched during execution.
What is the most important property of the working-set model?,The working-set size.
How is the total demand for frames (D) calculated in the working-set model?,"D = sum of WSS_i, where WSS_i is the working-set size for each process i."
"When does thrashing occur according to the working-set model, in relation to available frames?","If the total demand for frames (D) is greater than the total available frames (m), some processes will lack frames and thrash."
How does the OS utilize the working-set model for frame allocation?,The OS monitors the working set of each process and allocates enough frames for its working-set size.
When does the OS initiate a new process according to the working-set model?,When there are enough extra frames available beyond the current demand.
What action does the OS take if the sum of working-set sizes exceeds available frames?,The OS suspends a process.
What happens to a suspended process's pages and frames in the working-set model?,"Its pages are swapped out, and its frames are reallocated to other processes. It is restarted later."
What are the benefits of using the working-set model for memory management?,"It prevents thrashing, keeps multiprogramming high, and optimizes CPU utilization."
What is a primary difficulty in implementing the working-set model?,Tracking the constantly moving working-set window.
How is the working-set window often approximated in practice?,Using a fixed-interval timer interrupt combined with reference bits.
Provide an example of parameters for approximating the working set using timer interrupts and reference bits.,"Delta (Δ) = 10,000 references, with an interrupt every 5,000 references."
How are reference bits used in the working-set approximation at a timer interrupt or page fault?,"At a timer interrupt, reference bits are copied and cleared. At a page fault, the current reference bit and two in-memory bits are examined; if at least one bit is on, it means the page was used within the last 10,000-15,000 references, thus in the working set."
What are the limitations of the working-set approximation using reference bits?,"It is not entirely accurate, as it cannot tell the exact reference time within an interval. Uncertainty can be reduced by increasing history bits or interrupt frequency, but at a higher cost."
"What is the ""Page-fault frequency (PFF)"" strategy used for?","It's a more direct strategy for thrashing control, often used as an alternative to the working-set model."
"Define ""page-fault frequency"" (PFF).",The frequency of page faults.
What is the primary goal of the PFF strategy?,To prevent thrashing by controlling the page-fault rate.
"According to the PFF strategy, what action is taken if the page-fault rate is too high?",The process needs more frames.
"According to the PFF strategy, what action is taken if the page-fault rate is too low?",The process may have too many frames.
How does the PFF strategy enforce desired page-fault rates?,By establishing upper and lower bounds on the desired page-fault rate.
What action is taken in the PFF strategy if the actual PFF exceeds the upper limit?,Allocate another frame to the process.
What action is taken in the PFF strategy if the actual PFF falls below the lower limit?,Remove a frame from the process.
What happens if PFF increases but no free frames are available in the system?,"A process is selected and swapped out to backing store, and its freed frames are then distributed to high-PFF processes."
What is the performance impact of thrashing and swapping in modern systems?,High performance impact.
What is considered the best practice to avoid thrashing and swapping today?,Include enough physical memory to avoid them.
What is the main benefit of providing enough physical memory to avoid thrashing?,It provides the best user experience across various devices (smartphones to large servers).
What is memory compression an alternative to?,Paging.
Define memory compression.,An alternative to paging; compresses frame contents to decrease memory usage.
How does memory compression reduce memory usage?,"It compresses several frames into a single frame, reducing memory usage without swapping pages."
What is a primary benefit of memory compression?,It reduces memory usage without swapping pages.
"What triggers page replacement in the context of memory compression (e.g., Figure 10.7.1)?",The free-frame list falling below a certain threshold.
"After page replacement is triggered in memory compression (e.g., Figure 10.7.1), what happens to selected frames (e.g., 15, 3, 35, 26)?",They are placed on a modified-frame list.
"In memory compression (e.g., Figure 10.7.1), what is done with frames on the modified-frame list instead of writing them to swap space?","They are compressed (e.g., three frames) into a single page frame."
"In the memory compression process (e.g., Figure 10.7.2), which type of frame is typically removed from the free-frame list to store compressed data?","A frame (e.g., Frame 7)."
"Where are compressed frames (e.g., 15, 3, 35) stored after compression in the memory compression process (e.g., Figure 10.7.2)?","In a single frame (e.g., Frame 7), which is then stored in a list of compressed frames."
"What happens to the original frames (e.g., 15, 3, 35) after their contents are compressed into another frame?",They are moved to the free-frame list.
What happens if a compressed frame is referenced?,"A page fault occurs, the frame is decompressed, and the original pages are restored."
"Do mobile systems (Android, iOS) typically support standard swapping/paging?","No, they generally do not."
"What is integral to the memory-management strategy of mobile systems (Android, iOS)?",Memory compression.
Which desktop operating systems support memory compression?,Windows 10 and macOS.
Which type of applications are candidates for memory compression on Windows 10 mobile devices?,Universal Windows Platform (UWP) apps.
Define Universal Windows Platform (UWP).,Windows 10 architecture providing a common app platform for all devices running it.
How does macOS (Version 10.9+) utilize memory compression?,"It compresses LRU (Least Recently Used) pages when free memory is short, then pages if needed."
How does memory compression performance compare to paging to SSD on macOS?,Memory compression is faster than paging to SSD on macOS.
What does memory compression require for storing compressed pages?,Allocating free frames.
What is an example of significant memory saving possible with memory compression?,Compressing 3 frames into 1.
What are the two main factors that have contention in memory compression?,Compression speed and compression ratio.
Define compression ratio.,A measurement of compression effectiveness (ratio of compressed to uncompressed space).
What is the relationship between higher compression ratios and algorithm characteristics?,"Higher compression ratios typically require slower, more computationally expensive algorithms."
What do most memory compression algorithms aim to balance?,High compression ratios with fast algorithms.
How can memory compression performance be improved?,By parallel compression using multiple cores.
Name two examples of fast memory compression algorithms/implementations and their typical compression performance.,"Microsoft's Xpress and Apple's WKdm, which compress to 30-50% of the original size."
How are pages allocated for user-mode processes?,Pages are allocated from the kernel's free page frame list.
How is the kernel's free page frame list populated for user-mode processes?,"By page-replacement algorithms (e.g., Section 10.4)."
What is a characteristic of free pages for user-mode processes in physical memory?,They are scattered throughout physical memory.
What happens when a user-mode process requests a single byte of memory?,"An entire page frame is granted, leading to internal fragmentation."
What is one reason kernel memory is often allocated from a different free-memory pool than user-mode memory?,"Kernel requests varying data structure sizes, some less than a page, requiring conservative memory use and minimized fragmentation. Many OS do not subject kernel code/data to paging."
What is another reason kernel memory is often allocated from a different free-memory pool than user-mode memory?,"Hardware devices interact directly with physical memory (no virtual memory interface) and may require physically contiguous pages, which user-mode pages don't need."
What are two strategies for managing kernel free memory?,"The ""buddy system"" and ""slab allocation""."
How does the buddy system allocate memory?,From a fixed-size segment of physically contiguous pages.
What type of allocator does the buddy system use?,A power-of-2 allocator.
What happens if a memory request in the buddy system is not appropriately sized?,It is rounded up to the next highest power of 2.
Example: How is an 11 KB memory request satisfied by the buddy system?,With a 16-KB segment.
Describe the division process in the buddy system for a 21 KB request from an initial 256 KB segment.,"The 256 KB segment is divided into two buddies ($A_L$ and $A_R$), each 128 KB. One buddy ($A_L$) is divided into two 64-KB buddies ($B_L$ and $B_R$). The next-highest power of 2 for 21 KB is 32 KB. One 64-KB buddy ($B_L$) is divided into two 32-KB buddies ($C_L$ and $C_R$). One 32-KB buddy ($C_L$) is then used for the 21-KB request."
What is an advantage of the buddy system?,It can quickly combine adjacent buddies to form larger segments using coalescing.
Example: How does coalescing work in the buddy system when the kernel releases a $C_L$ unit?,"When the kernel releases a $C_L$ unit, $C_L$ and $C_R$ coalesce into a 64-KB segment ($B_L$). $B_L$ can then coalesce with $B_R$ to form a 128-KB segment ($A_L$), which can eventually form the original 256-KB segment."
What is a drawback of the buddy system?,Rounding up to the next highest power of 2 causes internal fragmentation.
Example: How does internal fragmentation occur in the buddy system for a 33-KB request?,"A 64-KB segment is allocated, meaning cannot guarantee less than 50% of the allocated unit is wasted."
What is the purpose of a single cache in slab allocation?,"A single cache is maintained for each unique kernel data structure (e.g., process descriptors, file objects, semaphores)."
What are caches populated with in slab allocation?,Objects (instantiations of kernel data structures).
Describe the initial state of objects when a cache is created in slab allocation.,Objects are initially marked as `free` and allocated to the cache.
How is the number of objects determined in a slab?,"It depends on the slab size (e.g., a 12-KB slab can hold six 2-KB objects)."
How does the slab allocator fulfill a request for a new object?,"The allocator assigns any `free` object from the cache, and the object is then marked `used`."
"Scenario: How does the slab allocator fulfill a kernel request for a process descriptor (`struct task_struct`, ~1.7 KB)?","The cache fulfills the request with a pre-allocated, free `struct task_struct` object."
What are the three states of slabs in Linux?,"Full, Empty, and Partial."
Define a 'Full' slab state in Linux.,All objects in the slab are `used`.
Define an 'Empty' slab state in Linux.,All objects in the slab are `free`.
Define a 'Partial' slab state in Linux.,The slab has both `used` and `free` objects.
In what order does the slab allocator attempt to satisfy a request?,"1. From a free object in a partial slab. 2. If none, from a free object from an empty slab. 3. If no empty slabs, a new slab is allocated from contiguous physical pages, assigned to the cache; object memory is allocated from the new slab."
What are the two main benefits of the slab allocator?,1. No memory wasted due to fragmentation. 2. Memory requests satisfied quickly.
Explain why the slab allocator prevents memory fragmentation.,"Each kernel data structure has an associated cache, which is made of slabs divided into object-sized chunks. When the kernel requests memory, the exact amount is returned."
Explain why the slab allocator satisfies memory requests quickly.,"It is effective for frequent object allocation/deallocation (common in the kernel). Objects are created in advance and quickly allocated from the cache. Released objects are marked free and returned to the cache, making them immediately available."
Where did the slab allocator first appear?,In the Solaris 2.4 kernel.
Which Linux kernel version adopted the slab allocator (referred to as SLAB)?,Linux Version 2.2+.
What are the recent Linux kernel memory allocators?,SLOB and SLUB.
What is the SLOB allocator designed for?,"Systems with limited memory (e.g., embedded systems)."
How does the SLOB allocator manage memory?,"It maintains three lists: `small` (<256 bytes), `medium` (<1,024 bytes), and `large` (other objects < page size), allocating from the appropriate list using a first-fit policy."
Which Linux kernel allocator is the default for Linux kernel (Version 2.6.24+)?,The SLUB allocator.
What did the SLUB allocator replace?,SLAB.
What are the improvements of SLUB over SLAB?,"Reduced SLAB overhead, stores metadata in the `page` structure (not with each slab), and has no per-CPU queues for objects (significant memory saving on multi-processor systems), leading to better performance with more processors."
Define 'power-of-2 allocator'.,Allocator in buddy system; satisfies memory requests in units sized as a power of 2.
Define 'buddies' in the context of the buddy system.,Pairs of equal size in buddy memory allocation.
Define 'coalescing'.,Combining freed memory in adjacent buddies into larger segments.
Define 'slab allocation'.,"Memory allocation method; slab split into object-sized chunks, eliminating fragmentation."
Define 'slab' in the context of slab allocation.,Section of memory (one or more contiguous pages) used in slab allocation.
Define 'cache' in the context of the slab allocator.,"In slab allocator, consists of one or more slabs."
Define 'object' in the context of the slab allocator.,Instance of a class or data structure.
What issue does pure demand paging face when a process starts?,A large number of page faults occur due to initial locality.
Define prepaging.,"Bringing pages into memory before they are requested, as an attempt to prevent high initial paging."
What is the strategy employed by prepaging?,To bring some or all needed pages into memory at once.
Provide an example of prepaging using the working-set model.,Remembering the working set for a suspended process and automatically bringing the entire working set back into memory before restarting.
What is the primary advantage of prepaging?,Comparing the cost of prepaging against the potential cost of servicing numerous page faults.
What is the main risk associated with prepaging?,"Many prepaged pages may not be used, leading to wasted memory and effort."
"In prepaging cost analysis, if 's' pages are prepaged and 'α' is the fraction of 's' pages actually used, what does 's · (1 - α)' represent?",The cost of unnecessary pages that were prepaged but not used.
Under what condition does prepaging generally result in a loss according to cost analysis?,If 'α' (the fraction of used prepaged pages) is approximately 0.
Under what condition does prepaging generally result in a win according to cost analysis?,If 'α' (the fraction of used prepaged pages) is approximately 1.
Why is prepaging executable programs difficult?,It is unclear what specific pages should be brought into memory.
Why is prepaging files more predictable?,Files are often accessed sequentially.
What Linux system call is used to prefetch file contents into memory?,`readahead()`.
What are typical characteristics of page sizes in new machine designs?,"They are invariably powers of 2, typically ranging from 4,096 ($2^{12}$) to 4,194,304 ($2^{22}$) bytes."
How does decreasing page size affect the page table size?,"It increases the number of pages, thereby increasing the overall page table size."
Why is a larger page size desirable for page table size?,"Each active process has its own copy of the page table, and larger pages mean fewer entries, reducing the physical memory consumed by the page tables."
How does page size impact memory utilization and internal fragmentation?,"Memory is better utilized with smaller pages, as processes are unlikely to end exactly on a page boundary, leading to unused allocated space (internal fragmentation) in larger pages."
Define internal fragmentation.,The phenomenon where a part of the final page allocated to a process is unused because the process does not require the entire page.
What is the average waste due to internal fragmentation?,Half of the final page allocated to a process.
What page size is required to minimize internal fragmentation?,A small page size.
What are the three components of I/O time when reading or writing a page?,"Seek time, latency, and transfer time."
Which component of I/O time is directly proportional to the page size?,Transfer time.
Why does a larger page size generally argue for minimizing total I/O time?,"Because seek and latency times often dwarf the transfer time, doubling the page size results in a minimal increase in total I/O time compared to performing multiple smaller I/Os."
How does a smaller page size affect locality and total I/O?,It can reduce total I/O and improve locality because each page can match a program's locality more accurately.
Define 'resolution' in the context of paging.,"The ability to isolate and bring into memory only the data that is actually needed, without transferring unneeded data within the same page."
How does page size influence the number of page faults?,Larger page sizes generally lead to a reduced number of page faults.
What are some significant overheads associated with each page fault?,"An interrupt, saving registers, replacing a page, queuing, and updating page tables."
What has been the historical trend in page size development?,"A trend toward larger page sizes, even for mobile systems, with modern systems supporting very large page sizes (e.g., Linux huge pages)."
Define TLB hit ratio.,The percentage of virtual address translations that are successfully resolved in the Translation Look-aside Buffer (TLB).
How can the TLB hit ratio be increased?,"By increasing the number of entries in the TLB, although this is expensive and power-hungry due to associative memory."
Define TLB reach.,"The amount of memory addressable by the Translation Look-aside Buffer (TLB), calculated as the number of entries multiplied by the page size."
What is the ideal goal for TLB reach?,The working set for a process should ideally be stored entirely within the TLB.
What happens if a process has insufficient TLB reach?,"The process spends more time resolving memory references by traversing the page table, rather than using the faster TLB."
"Besides increasing TLB entries, what other approach can increase TLB reach?",Increasing the page size or providing support for multiple page sizes.
What is the 'contiguous bit' in an ARM v8 TLB entry?,"A bit that, when set, indicates that the TLB entry maps contiguous (adjacent) blocks of memory rather than a single page."
How might an operating system manage the TLB when multiple page sizes are supported?,"The OS may manage the TLB in software, often with a TLB entry field indicating the page frame size or a contiguous block."
What is the primary purpose of inverted page tables?,To reduce the physical memory needed for virtual-to-physical address translations.
How do inverted page tables work?,"They have one entry per page of physical memory, indexed by a combination of process ID and page number (<process-id, page-number>)."
What is a main downside of using inverted page tables?,"They no longer contain complete information about the logical address space of a process, which is needed for demand paging."
How do inverted page tables compensate for the lack of complete logical address space information for demand paging?,"An external page table (one per process) is kept, which looks like a traditional per-process page table and contains virtual page location information."
When are external page tables (used with inverted page tables) referenced?,"Only on a page fault, meaning they don't need to be quickly available and can themselves be paged in/out as necessary."
What special case can occur with inverted page tables that requires careful kernel handling?,"A page fault may cause another page fault (a 'double fault') if the external page table itself needs to be paged in, leading to a delay in page-lookup processing."
"How can system performance be improved, even though demand paging is designed to be transparent to user programs?",By making the user or compiler aware of demand paging and structuring programs accordingly.
"In a 128x128 array initialized with 128-word pages, how many page faults occur for row-major order (outer loop 'j', inner loop 'i') if fewer than 128 frames are allocated?","16,384 page faults (128 × 128), because it zeros one word in each page, then another word in each page, leading to many page misses."
"In a 128x128 array initialized with 128-word pages, how many page faults occur for column-major order (outer loop 'i', inner loop 'j')?","128 page faults, because it zeros all words on one page before moving to the next, improving locality."
How can careful selection of data structures and programming structures improve paging performance?,"By increasing locality, lowering the page-fault rate, and resulting in a smaller working set."
Provide an example of a data structure with good locality.,"A stack, where access is almost always to the top."
Provide an example of a data structure with bad locality.,"A hash table, which tends to scatter memory references across different pages."
What are 'clean pages' in the context of program structure and paging?,"Code pages that are read-only and never modified; they are beneficial because they do not need to be paged out, saving I/O operations."
How can loaders optimize for paging performance?,By avoiding placing routines across page boundaries (keeping a routine in one page) and by packing frequently called routines into the same page.
What is the purpose of 'I/O interlock' and 'page locking' in demand paging?,"To allow pages to be fixed in memory (locked) and prevent them from being paged out, particularly during I/O operations to user memory."
Describe the problem scenario that page locking addresses during I/O.,"If a process initiates an I/O operation to a user memory buffer, and that page is subsequently swapped out by another process through global replacement, the pending I/O operation would then target an incorrect or different page frame."
"What is one solution to the I/O interlock problem, besides page locking?","Never executing I/O directly to user memory, instead copying data between system memory and user memory; however, this incurs potentially high overhead."
How does a 'lock bit' function in page locking?,"A 'lock bit' is associated with every frame, and when set, prevents that frame from being selected for replacement by the page replacement algorithm."
How are lock bits used when performing a disk write operation?,"The pages containing the block to be written are locked into memory before the I/O operation starts, and then unlocked once the I/O is complete."
Why are some or all OS kernel pages often locked into memory?,"Many operating systems cannot tolerate a page fault occurring within the kernel itself, as it could lead to system instability."
Define pinning in the context of page locking.,"The act of locking pages into memory, often initiated by user processes, to prevent them from being paged out."
Give an example of a user process that might utilize page pinning.,"A database process that manages a large chunk of memory and frequently moves blocks between secondary storage and memory, benefiting from persistent memory residency."
What is a potential danger or downside of using the lock bit feature?,"A bug could cause a lock bit to be turned on but never turned off, rendering the locked frame permanently unusable."
How does Solaris handle applications' requests for page locking (pinning)?,"Solaris allows applications to provide locking 'hints', but the OS can disregard these hints if the free-frame pool is too small or if a process requests an excessive number of locked pages."
