Front,Back,Reversible
What are the key areas supervised by the Kernel I/O subsystem?,"Management of name space for files/devices, access control, operation control (e.g., modem cannot `seek()`), file-system space allocation, device allocation, buffering, caching, spooling, I/O scheduling, device-status monitoring, error handling, failure recovery, device-driver configuration and initialization, and power management of I/O devices.",y
How do the upper levels of the I/O subsystem access devices?,Via a uniform interface provided by device drivers.,y
How does the OS connect an application's I/O request to hardware like network wires or a disk sector?,"The OS connects application requests to hardware through a series of mappings and lookups, transforming high-level file names into physical device addresses and operations.",y
How does an application refer to data when reading a file from disk?,By file name.,y
What is the role of the file system in connecting application requests to hardware?,The file system maps the file name through directories to space allocation on the storage device.,y
Describe the file name to disk block mapping in MS-DOS for FAT.,"File name maps to a number, which indicates an entry in a file-access table, which then tells which disk blocks are allocated.",y
Describe the file name to disk block mapping in UNIX.,"File name maps to an inode number, and the inode contains the space-allocation information.",y
"In MS-DOS for FAT, how is the hardware device identified within a file name?","The first part of the file name (before the colon) identifies the hardware device (e.g., 'C:' for primary hard disk).",y
How is a device name like 'C:' mapped in MS-DOS?,It is mapped to a specific port address via a device table.,y
How are device name space and file-system name space structured in MS-DOS?,They are separate due to the colon separator in file names.,y
What is a benefit of the separate device and file-system name spaces in MS-DOS?,"It is easy to associate extra functionality, such as spooling for printer files.",y
How is the device name space handled in UNIX compared to MS-DOS?,"In UNIX, the device name space is incorporated into the regular file-system name space, with no clear separation of the device portion in the path name.",y
"What is a 'mount table' in UNIX, and what is its purpose?","A mount table is an in-memory data structure that associates path name prefixes with specific device names, which are also in the file-system name space. It provides information about each mounted volume, tracking file systems and access.",y
How does UNIX resolve a path name to find the associated device?,It looks up the path name in the mount table for the longest matching prefix.,y
What does a mount table entry provide during UNIX path name resolution?,"It provides a device name, which is itself part of the file-system name space.",y
"When a device name is looked up in UNIX, what information is found?","A <major, minor> device number, not an inode.",y
What does the 'major device number' identify in UNIX?,It identifies the device driver responsible for handling I/O for that device.,y
What does the 'minor device number' identify in UNIX?,"It is passed to the device driver to index into a device-specific table, often identifying a specific instance of a device or a partition.",y
What does a device-table entry provide for a device number?,It provides the port address or memory-mapped address of the device controller.,y
How do modern OS designs achieve flexibility in I/O request handling?,They use multiple stages of lookup tables and employ general mechanisms for passing requests between applications and drivers.,y
What is a key benefit of general mechanisms for passing requests in modern OS?,New devices and drivers can be introduced without requiring kernel recompilation.,y
How do some modern operating systems handle the loading of device drivers?,"They load device drivers on demand, either immediately or upon the first request.",y
How are device drivers loaded during system boot time?,"The system probes the buses and loads necessary drivers, either immediately or on the first request for a device.",y
How are devices added after boot handled by the kernel?,"They are detected by error, the kernel inspects them, and loads the appropriate driver dynamically.",y
What are the complexities associated with dynamic loading and unloading of device drivers?,"It requires more complex kernel algorithms, device-structure locking, and robust error handling.",y
What is the first step in the life cycle of a blocking read request?,The process issues a blocking 'read()' system call to the file descriptor of an opened file.,y
"What does the kernel do after a 'read()' system call, regarding the buffer cache?","The kernel system-call code checks parameters. If the requested data is already in the buffer cache, the data is returned, and the I/O is completed without physical I/O.",y
What happens if the requested data for a blocking read is not in the buffer cache?,"Physical I/O is performed. The process is removed from the run queue, placed on a wait queue for the device, and the I/O request is scheduled.",y
How does the I/O subsystem send a request to the device driver?,It sends the request via a subroutine call or an in-kernel message.,y
What are the device driver's responsibilities after receiving an I/O request?,"The device driver allocates kernel buffer space, schedules the I/O, and sends commands to the device controller by writing to device-control registers.",y
What is the role of the device controller in a read request?,"The device controller operates the device hardware to perform the data transfer (e.g., reading from disk).",y
How does the device driver monitor or manage data transfer during a read operation?,"The driver may poll for status/data, or it may set up a DMA (Direct Memory Access) transfer to kernel memory. If DMA is used, the DMA controller generates an interrupt upon transfer completion.",y
What happens when an interrupt is generated upon I/O completion?,"The correct interrupt handler receives the interrupt via the interrupt-vector table, stores the data, signals the device driver, and then returns.",y
What does the device driver do after receiving a signal from the interrupt handler?,"The device driver receives the signal, determines the completed I/O request and its status, and then signals the kernel I/O subsystem.",y
What are the kernel's final actions in handling a completed read request?,The kernel transfers the data and/or return codes to the requesting process's address space and moves the process from the wait queue to the ready queue.,y
What happens to the process after it is moved to the ready queue upon I/O completion?,"Moving the process to the ready queue unblocks it. The scheduler then assigns the CPU to the process, and it resumes execution at the point where the system call completed.",y
Which UNIX systems have the STREAMS mechanism?,UNIX System V and subsequent releases.,y
What does the STREAMS mechanism enable?,Dynamic assembly of driver code pipelines.,y
"Define ""Stream"" in the context of STREAMS.",A full-duplex connection between a device driver and a user-level process.,y
What are the main components of a Stream?,"Stream head, Driver end, and zero or more stream modules.",y
What is the function of the Stream head?,It interfaces with the user process.,y
What is the function of the Driver end?,It controls the device.,y
Where are stream modules located within a Stream?,Between the stream head and the driver end.,y
How many stream modules can be present in a Stream?,Zero or more.,y
"What does each component of a Stream (stream head, driver end, modules) contain?",A pair of queues (read queue and write queue).,y
How is data transferred between components in STREAMS?,Via message passing between queues.,y
What functionality do modules provide in STREAMS?,STREAMS processing functionality.,y
How are modules added to a stream?,They are 'pushed' onto a stream using the `ioctl()` system call.,y
Provide an example of using a stream module.,Opening a USB device (like a keyboard) via a stream and pushing a module for input editing.,y
How do adjacent modules in a stream communicate?,Through message exchange between their queues.,y
What mechanism is used to prevent queue overflow in STREAMS?,Flow control.,y
How does a queue behave without flow control?,It accepts all messages and immediately sends them to the adjacent queue without buffering.,y
How does a queue behave with flow control enabled?,It buffers messages and does not accept new messages if there isn't sufficient buffer space.,y
How is flow control implemented between adjacent module queues?,It involves control message exchanges.,y
Which system calls can a user process use to write data to a device via a stream?,`write()` or `putmsg()`.,y
What kind of data does the `write()` system call send to a stream?,Raw data (unstructured byte stream).,y
What is the specific capability of the `putmsg()` system call for writing to a stream?,It allows the user to specify a message.,y
What happens after a user process writes data to the stream head?,The stream head copies the data into a message and delivers it to the next module's queue.,y
Where does data copying continue after the stream head?,"To the driver end, and then to the device.",y
Which system calls can a user process use to read data from a stream head?,`read()` or `getmsg()`.,y
How does the `read()` system call process data from a stream?,The stream head gets a message and returns ordinary data (an unstructured byte stream).,y
What does the `getmsg()` system call return to the user process?,The message itself.,y
What is the general nature of STREAMS I/O regarding blocking?,"It is asynchronous (or nonblocking), except when communicating with the stream head.",y
Under what condition does a user process block when writing to a stream?,"If the next queue uses flow control, the user process blocks until there is room to copy the message.",y
Under what condition does a user process block when reading from a stream?,Until data is available.,y
What queues does the driver end possess?,"A read queue and a write queue, similar to stream head and modules.",y
What is a key responsibility of the driver end regarding hardware?,"It must respond to interrupts (e.g., a frame ready from a network).",y
How does the driver end's data handling differ from the stream head?,"Unlike the stream head, which may block, the driver end must handle all incoming data.",y
Do drivers in STREAMS need to support flow control?,"Yes, drivers must support flow control.",y
What happens if a device's buffer is full when using STREAMS?,"The device typically drops incoming messages (e.g., a network card).",y
What is a major benefit of STREAMS?,"It provides a framework for modular, incremental device drivers and network protocols.",y
What is a key advantage of STREAMS modules regarding reusability?,"Modules are reusable by different streams/devices (e.g., a networking module for Ethernet and 802.11 wireless).",y
"What kind of data and information can STREAMS support transfer between modules, beyond just byte streams?",Message boundaries and control information.,y
How widely supported is STREAMS in UNIX variants?,"Most UNIX variants support STREAMS, and it is preferred for protocols and device drivers.",y
Provide an example of how STREAMS is used in specific UNIX implementations.,System V UNIX and Solaris implement the socket mechanism using STREAMS.,y
Define STREAMS.,A UNIX I/O feature allowing dynamic assembly of driver code pipelines.,y
Define stream head.,The interface between STREAMS and user processes.,y
Define driver end.,The interface between STREAMS and the controlled device.,y
Define stream modules.,Modules of functionality loadable into a STREAM.,y
Define flow control in STREAMS.,"A method to pause a sender of I/O, which limits the data flow rate.",y
What is a major factor in system performance?,I/O (Input/Output).,y
What are the heavy demands I/O places on the CPU?,Executing device-driver code and scheduling processes (blocking/unblocking).,y
How do context switches impact CPU and hardware caches?,They stress the CPU and hardware caches.,y
What inefficiencies does I/O expose in the kernel?,Inefficiencies in the kernel's interrupt-handling mechanisms.,y
How does I/O affect the memory bus?,It loads the memory bus with data copies between controllers/physical memory and kernel buffers/application space.,y
What is a major concern for computer architects regarding I/O?,Graceful coping with I/O demands.,y
Why is interrupt handling considered relatively expensive?,"It involves a state change, executing the handler, and restoring state.",y
When can Programmed I/O (PIO) be more efficient than interrupt-driven I/O?,If busy waiting is minimized.,y
What overhead results from an I/O completion unblocking a process?,Full context switch overhead.,y
What is characteristic of network traffic in terms of system performance?,High context-switch rate.,y
Describe the initial steps of a remote login character being typed on the local machine.,Character typed → keyboard interrupt → interrupt handler → device driver → kernel → user process.,y
Describe the local machine's process after a user process issues a network I/O system call for a remote login character.,User process issues network I/O system call → local kernel → network layers (packet construction) → network device driver.,y
What happens after a network device driver transfers a packet for a remote login character on the local machine?,"The network device driver transfers the packet to the controller, which sends the character and generates an interrupt, and the interrupt processes back up through the kernel to complete the network I/O system call.",y
Describe the initial steps when a remote system receives a network packet for a remote login character.,Network hardware receives packet → interrupt generated.,y
What happens on the remote system after an interrupt is generated for a received remote login character?,The character is unpacked from protocols → appropriate network daemon identifies the session → passes packet to subdaemon.,y
What types of overhead occur throughout the remote login character handling process?,Context switches and state switches.,y
How does the receiver echoing a character impact work in a remote login scenario?,It doubles the work.,y
Define front-end processors.,"Small computers that perform tasks in an overall system, typically managing I/O and offloading the main CPU.",y
What are 'front-end processors' used for in some systems?,To manage terminal I/O and reduce the main CPU's interrupt burden.,y
Define terminal concentrator.,"A type of front-end processor specifically designed for terminals, which multiplexes traffic from hundreds of remote terminals into one port.",y
Define I/O channel.,"A dedicated, special-purpose CPU found in mainframes and high-end systems used for I/O or offloading the main CPU.",y
What is the primary job of an I/O channel?,To offload I/O work from the main CPU and keep data flowing smoothly.,y
How do I/O channels differ from main CPUs in terms of program processing?,"Channels process more general and sophisticated programs, which are tuned for specific I/O workloads.",y
List principles for improving I/O efficiency.,"Reduce number of context switches; reduce data copies in memory; reduce interrupt frequency; increase concurrency; move processing primitives into hardware; balance CPU, memory, bus, and I/O performance.",y
How can the number of context switches be reduced to improve I/O efficiency?,By reducing their overall occurrence.,y
How can data copies in memory be reduced to improve I/O efficiency?,By minimizing copies between the device and application space.,y
How can interrupt frequency be reduced to improve I/O efficiency?,"By using large transfers, smart controllers, or polling (if busy waiting is minimal).",y
How can concurrency be increased to improve I/O efficiency?,By using DMA-knowledgeable controllers or channels to offload data copying from the CPU.,y
How does moving processing primitives into hardware improve I/O efficiency?,It enables concurrent operation with the CPU and bus.,y
"Why is balancing CPU, memory subsystem, bus, and I/O performance important for efficiency?","Overload in one area causes idleness in others, hindering overall performance.",y
How does I/O device complexity vary?,From simple (like a mouse) to very complex (like a Windows disk driver).,y
What functionalities does a Windows disk driver manage?,"Individual disks, RAID arrays, converting requests to disk I/O, error handling, data recovery, and optimizing performance.",y
What are the three main locations where I/O functionality can be implemented?,"Device hardware, device driver (kernel), or application software (user level).",y
What are the advantages of implementing experimental I/O algorithms at the application level?,"Flexibility, bugs are unlikely to crash the system, and no reboot/reload drivers are needed after code changes.",y
What are the disadvantages of implementing experimental I/O algorithms at the application level?,"Inefficiency due to context switch overhead and lack of internal kernel data/functionality (messaging, threading, locking).",y
What is an example of a system that allows user-mode file systems for I/O functionality?,FUSE system interface.,y
What happens to I/O algorithms after they are proven at the application level?,They are often reimplemented in the kernel.,y
What is the primary advantage of implementing I/O functionality in the kernel?,Improved performance.,y
What are the challenges of implementing I/O functionality in the kernel?,"More challenging development (due to large, complex kernel) and the need for thorough debugging to avoid data corruption or system crashes.",y
Where is the highest I/O performance achieved?,With specialized implementation in hardware (device or controller).,y
What are the disadvantages of implementing I/O functionality in hardware?,"Difficulty/expense of improvements/bug fixes, increased development time, and decreased flexibility.",y
Provide an example of decreased flexibility when I/O functionality is implemented in hardware.,A hardware RAID controller may not allow the kernel to influence I/O order or location.,y
"How are I/O device speeds changing, and what is the impact?","I/O devices are increasing in speed (e.g., NVM devices nearing DRAM speed), which increases pressure on I/O subsystems and OS algorithms to leverage read/write speeds.",y
What components are crucial for I/O performance related to storage and network latency?,"CPU, caches, DRAM, NVM, PCIe, SSD, SAA, HDD.",y
What are the basic I/O hardware elements?,"Buses, device controllers, and devices.",y
How is data typically moved in an I/O system?,By the CPU (programmed I/O) or by a DMA (Direct Memory Access) controller.,y
Define a device driver.,A kernel module responsible for controlling a specific hardware device.,y
List the basic hardware categories handled by the system-call interface.,"Block devices, character-stream devices, memory-mapped files, network sockets, and programmed interval timers.",y
What is the default behavior of system calls regarding process execution?,"They usually block processes, causing the calling process to sleep until the I/O operation completes.",y
When are nonblocking or asynchronous system calls utilized?,"By the kernel or applications that must not be blocked (i.e., cannot sleep) while waiting for an I/O operation.",y
Name the services provided by the kernel's I/O subsystem.,"I/O scheduling, buffering, caching, spooling, device reservation, and error handling.",y
"What is the purpose of ""name translation"" in the context of I/O?",To connect hardware devices to their symbolic file names.,y
Describe the multiple mapping levels involved in I/O name translation.,"Character-string names map to device drivers/addresses, which then map to physical addresses (I/O ports/bus controllers).",y
How is I/O name mapping handled in UNIX versus MS-DOS?,"In UNIX, mapping is typically within the file-system name space. In MS-DOS, it's in a separate device name space.",y
What is STREAMS in UNIX?,A UNIX mechanism for the dynamic assembly of driver code pipelines.,y
How do drivers function within a STREAMS pipeline?,"Drivers can be stacked, and data passes sequentially and bidirectionally through the pipeline.",y
List the reasons why I/O system calls are costly.,"Context switching across the kernel protection boundary, signal/interrupt handling, and CPU/memory load for data copying between kernel buffers and application space.",y
