Front,Back,Reversible
Define 'TLB walk'.,The steps involved in traversing page-table structures to locate a needed translation and copying the result into the TLB.,y
Describe the full process of a virtual address reference in Oracle SPARC Solaris.,"1. Hardware searches TLB for translation. 2. If not found, hardware performs a 'TLB walk' by searching the in-memory TSB for the TTE. 3. If a match is found in the TSB, the CPU copies the TSB entry into the TLB, and memory translation completes. 4. If no match in the TSB, the kernel is interrupted to search the hash table. 5. The kernel creates a TTE from the hash table and stores it in the TSB for automatic loading into the TLB by the MMU. 6. The interrupt handler returns control to the MMU, which completes address translation and retrieves data.",y
Define 'Solaris'.,"A UNIX derivative, main operating system of Sun Microsystems (now Oracle); active open source version called Illumos.",y
Define 'SPARC'.,A proprietary RISC CPU created by Sun Microsystems (now Oracle); active open source version called OpenSPARC.,y
What is a fundamental requirement for process instructions and data during execution?,They must be in memory for execution.,y
"Define the term ""swapped"" in the context of memory management.","To be temporarily moved out of main memory to a backing store, typically to free up main memory, and then brought back into memory for continued execution.",y
"What is a ""backing store"" in the context of swapping, and what are its key characteristics?","A fast secondary storage area used for process swapping, large enough for process parts, and providing direct access to memory images. It's where processes or their parts are temporarily moved.",y
What is the primary purpose or benefit of swapping in an operating system?,It allows the total physical address space of all processes to exceed the real physical memory available.,y
How does swapping affect the degree of multiprogramming?,It increases the degree of multiprogramming.,y
"Describe the mechanism of ""standard swapping"".",It involves moving entire processes between main memory and a backing store.,y
"When a process or part is swapped to a backing store, what associated data structures must be written?","Associated data structures, including per-thread data for multithreaded processes, must be written.",y
What does the OS maintain for swapped-out processes?,Metadata for restoration.,y
What is a significant advantage of standard swapping in terms of memory allocation?,"It allows physical memory to be oversubscribed, accommodating more processes than actual physical memory is available.",y
Which types of processes are considered good candidates for swapping out?,Idle or mostly idle processes.,y
What is the benefit of swapping out inactive processes for active processes?,Memory allocated to inactive processes can be dedicated to active processes.,y
What happens if a swapped-out inactive process becomes active?,It must be swapped back into memory.,y
Is standard swapping commonly used in contemporary operating systems?,"Generally no, with Solaris under dire circumstances being an exception.",y
What is the main reason standard swapping is generally no longer used in contemporary OS?,The time required to move entire processes is prohibitive.,y
"What variation of swapping do most contemporary systems (e.g., Linux, Windows) use?","Pages of a process are swapped, not the entire process.",y
"Does ""swapping with paging"" still allow for physical memory oversubscription?",Yes.,y
What is a cost advantage of swapping with paging compared to standard swapping?,"It does not incur the high cost of swapping entire processes, as only a small number of pages are involved.",y
"In contemporary contexts, what does the term ""swapping"" generally refer to?",Standard swapping (moving entire processes).,y
"In contemporary contexts, what does the term ""paging"" refer to?",Swapping with paging (moving individual pages).,y
"Define ""page out"".",Moving a page from memory to backing store.,y
"Define ""page in"".",Moving a page from backing store back into memory.,y
How does swapping with paging relate to virtual memory?,It works well with virtual memory.,y
Do mobile systems typically support swapping?,No.,y
What type of nonvolatile storage do mobile systems typically use that contributes to their lack of swapping support?,"Flash memory (not hard disks), which has space constraints.",y
What is a limitation of flash memory regarding writes that discourages swapping on mobile systems?,It tolerates a limited number of writes before becoming unreliable.,y
What is the issue with throughput between main memory and flash memory in mobile systems that discourages swapping?,Poor throughput.,y
"How does Apple's iOS manage memory when free memory is low, instead of swapping?",It asks applications to voluntarily relinquish allocated memory.,y
"In iOS, what happens to read-only data (like code) when memory is low?",It can be removed from main memory and reloaded from flash if needed.,y
"In iOS, what happens to modified data (like stack) when memory is low?",It is never removed from main memory.,y
What is the consequence if iOS applications fail to voluntarily free memory when requested?,They may be terminated by the OS.,y
"How does Android manage memory when free memory is insufficient, similar to iOS?","It uses a similar strategy, potentially terminating processes.",y
What does Android do before terminating a process due to insufficient free memory?,"It writes the ""application state"" to flash memory for a quick restart.",y
"Define ""application state"".",A software construct for data storage.,y
What is a key responsibility for developers designing applications for mobile systems regarding memory?,They must carefully allocate and release memory to avoid excessive use or leaks.,y
What does swapping (in any form) often indicate about system performance?,It is often a sign of more active processes than available physical memory.,y
What are two general approaches to address a system that is swapping excessively?,1. Terminate some processes. 2. Get more physical memory.,y
What Intel chips dominated the PC landscape for decades?,"Intel chips, including the 16-bit Intel 8086/8088 and 32-bit IA-32 (Pentium processors), and later 64-bit x86-64 architectures.",y
What were the early 16-bit Intel chips mentioned?,Intel 8086 (late 1970s) and 8088 (used in the original IBM PC).,y
What is IA-32?,"Intel's 32-bit chip architecture, which included Pentium processors.",y
What architecture are Intel's 64-bit chips based on?,x86-64 architecture.,y
What architecture is successful in mobile systems where Intel does not dominate?,ARM architecture.,y
What are the two major memory-management concepts used in IA-32 architecture?,Segmentation and paging.,y
"Describe the address translation process in IA-32, starting from the CPU.","CPU generates logical addresses which go to the segmentation unit. The segmentation unit produces a linear address, which goes to the paging unit. The paging unit then generates the physical address in main memory.",y
What components form the Memory-Management Unit (MMU) in IA-32?,The segmentation and paging units.,y
What type of address does the CPU generate in the IA-32 translation process?,Logical addresses.,y
What type of address does the segmentation unit produce in IA-32?,Linear address.,y
What type of address does the paging unit generate in IA-32?,Physical address.,y
What is the maximum segment size in IA-32 segmentation?,Up to 4 GB.,y
What is the maximum number of segments allowed per process in IA-32?,16 K segments.,y
How is the logical address space divided in IA-32 segmentation?,"Into two partitions: one for up to 8 K segments private to a process, and another for up to 8 K segments shared among all processes.",y
Where is information for segments private to a process stored in IA-32?,In the local descriptor table (LDT).,y
Where is information for segments shared among all processes stored in IA-32?,In the global descriptor table (GDT).,y
"What is an entry in the LDT or GDT called, and what is its size?",An 8-byte segment descriptor.,y
What information does a segment descriptor contain?,"Detailed information, such as the base location and limit of a segment.",y
What are the two components of a logical address in IA-32 segmentation?,Selector and offset.,y
What is the size of the selector in an IA-32 logical address?,16 bits.,y
"What do 's', 'g', and 'p' represent within an IA-32 selector?","'s' is the segment number, 'g' indicates GDT or LDT, and 'p' indicates protection.",y
What is the size and purpose of the offset in an IA-32 logical address?,"32 bits, representing the byte location within the segment.",y
"How many segment registers does an IA-32 machine have, and what is their function?","Six segment registers, allowing six segments to be addressed at once.",y
What do the six 8-byte microprogram registers (LDT/GDT cache) hold in IA-32 segmentation?,Segment descriptors.,y
What is the benefit of the LDT/GDT cache in IA-32 segmentation?,"It avoids reading the descriptor from memory for every reference, improving performance.",y
What is the length of a linear address in IA-32?,32 bits long.,y
How is a linear address generated from a logical address in IA-32 segmentation?,"A segment register points to an LDT/GDT entry. The base and limit obtained from the segment descriptor are used. If the offset is within the limit, it is added to the base to generate the 32-bit linear address.",y
What happens if an address is invalid during the limit check in IA-32 segmentation?,"A memory fault occurs, which causes a trap to the OS.",y
What are the possible page sizes in IA-32 paging?,4 KB or 4 MB.,y
Describe the 32-bit linear address division for 4-KB pages in IA-32's two-level paging scheme.,"It is divided into: page number p1 (10 high-order bits), page number p2 (10 inner bits), and page offset d (12 low-order bits).",y
What does the 10 high-order bits of a linear address reference in IA-32 two-level paging?,"An entry in the outermost page table, known as the page directory.",y
Which register points to the page directory for the current process in IA-32?,The CR3 register.,y
How is the inner page table referenced in IA-32 two-level paging?,"A page directory entry points to the inner page table, which is then indexed by the inner 10 bits (p2) of the linear address.",y
What do the low-order bits 0-11 of a linear address represent for a 4-KB page in IA-32?,The offset within the 4-KB page.,y
What flag in an IA-32 page directory entry indicates a 4 MB page frame?,The Page_Size flag.,y
What happens if the Page_Size flag is set in an IA-32 page directory entry?,"The page frame is 4 MB, bypassing the inner page table.",y
What do the 22 low-order bits in a linear address represent when using a 4-MB page frame in IA-32?,The offset within the 4-MB page frame.,y
How does IA-32 handle page tables for efficiency when not in active use?,IA-32 page tables can be swapped to disk.,y
How is it indicated whether an IA-32 page table is in memory or on disk?,By an invalid bit in the page directory entry.,y
"What is PAE, and why was it developed?","PAE (Page Address Extension) is Intel IA-32 CPU hardware developed to overcome the 4-GB memory limitations of 32-bit architectures, allowing 32-bit processors to access physical address space larger than 4 GB.",y
How does PAE change the paging scheme in IA-32?,PAE changes paging from a two-level to a three-level scheme.,y
What do the top two bits refer to in a PAE-enabled paging scheme?,The page directory pointer table.,y
How did PAE increase the address space?,"It increased page-directory and page-table entries from 32 to 64 bits, allowed the base address of page tables/frames to extend from 20 to 24 bits, and combined with the 12-bit offset, increased the address space to 36 bits.",y
What is the maximum physical memory supported by PAE?,Up to 64 GB.,y
Is OS support required for PAE?,"Yes, OS support is required for PAE. Linux and Mac support it, but 32-bit Windows desktop versions often have a 4 GB limit.",y
"What was Intel's initial 64-bit architecture, and was it widely adopted?","IA-64 (later Itanium), and it was not widely adopted.",y
Who developed the x86-64 architecture?,"AMD, by extending the existing IA-32 instruction set.",y
Why did Intel adopt AMD's x86-64 architecture?,Because it supported larger logical/physical address spaces and included architectural advances.,y
What is the general term used for the class of 64-bit CPUs running identical instruction sets common in desktop/server systems?,x86-64.,y
What is the potential size of a 64-bit address space?,"2^64 bytes, or 16 quintillion / 16 exabytes.",y
How many bits are practically used for address representation in x86-64 architecture?,"Fewer than 64 bits (specifically, 48-bit virtual addresses).",y
What is the virtual address size in x86-64 architecture?,48 bits.,y
What page sizes does x86-64 support?,"4 KB, 2 MB, or 1 GB.",y
How many levels of paging hierarchy does x86-64 use?,Four levels.,y
What addressing scheme does x86-64 use?,PAE (Page Address Extension).,y
What physical address space do x86-64 systems with 48-bit virtual addresses support?,"52-bit physical addresses (4,096 terabytes).",y
"Define ""page directory"".","In Intel IA-32 CPU architecture, the outermost page table.",y
"Define ""page address extension (PAE)"".",Intel IA-32 CPU hardware allowing 32-bit processors to access physical address space larger than 4GB.,y
"What does ""PAE"" stand for and what is its function?",Page Address Extension; Intel IA-32 CPU hardware allowing 32-bit processors to access physical address space larger than 4GB.,y
"Define ""page directory pointer table"".",PAE pointer to page tables.,y
"Define ""Itanium"".",Intel IA-64 CPU.,y
"Define ""AMD 64"".",A 64-bit CPU designed by Advanced Micro Devices; part of x86-64 class.,y
"Define ""Intel 64"".","Intel 64-bit CPUs, part of x86-64 class.",y
"Define ""x86-64"".",Class of 64-bit CPUs running identical instruction set; common in desktop/server systems.,y
What type of devices commonly use ARM processors?,Mobile devices like smartphones and tablets.,y
How does Intel's business model differ from ARM's regarding chip production?,"Intel designs and manufactures chips, whereas ARM only designs and licenses architectural designs to manufacturers.",y
What is ARM's primary business model regarding chip production?,"ARM only designs, licensing architectural designs to manufacturers.",y
Name some examples of devices/companies that use ARM architecture.,"Apple (iPhone, iPad), and most Android devices.",y
"Besides mobile devices, what other systems commonly use ARM processors?",Real-time embedded systems.,y
What is the significance of ARM architecture in terms of production quantity?,"Over 100 billion ARM processors have been produced, making it the most widely used architecture by quantity.",y
What specific ARM architecture is the focus of this material?,The 64-bit ARM v8 architecture.,y
What are translation granules in ARM v8 CPUs?,Features of ARM v8 CPUs defining page sizes and regions.,y
"How many translation granules does ARM v8 have, and what are their sizes?","Three: 4 KB, 16 KB, and 64 KB.",y
What do translation granules provide in ARM v8?,Different page sizes and larger contiguous memory sections called regions.,y
What are regions in ARM v8 CPUs?,Contiguous memory areas with separate privilege and access rules.,y
"For a 4 KB translation granule in ARM v8, what are the associated page and region sizes?","Page Size: 4 KB; Region Sizes: 2 MB, 1 GB.",y
"For a 16 KB translation granule in ARM v8, what are the associated page and region sizes?",Page Size: 16 KB; Region Size: 32 MB.,y
"For a 64 KB translation granule in ARM v8, what are the associated page and region sizes?",Page Size: 64 KB; Region Size: 512 MB.,y
How many levels of paging do 4-KB and 16-KB translation granules support in ARM v8?,Up to four levels of paging.,y
How many levels of paging do 64-KB translation granules support in ARM v8?,Up to three levels of paging.,y
"Although ARM v8 is a 64-bit architecture, how many bits are currently used?",Only 48 bits are currently used.,y
What is the TTBR register in ARM v8?,"It is the translation table base register, an ARM v8 CPU register pointing to the level 0 (outer) page table for the current thread.",y
"When using a 4-KB granule with all four paging levels, which bits represent the offset within the page?",Bits 0-11 represent the offset within the 4-KB page.,y
What can table entries for paging levels 1 and 2 refer to in ARM v8?,Another table or a region.,y
"If a Level-1 page table entry refers to a 1-GB region, which bits are used as the offset?",The low-order 30 bits (0-29).,y
"If a Level-2 page table entry refers to a 2-MB region, which bits are used as the offset?",The low-order 21 bits (0-20).,y
How many levels of TLBs does ARM architecture support?,Two levels.,y
Describe the inner level of TLBs in ARM architecture.,"It consists of two micro TLBs (one for data, one for instructions), and they support ASIDs.",y
What is a micro TLB in ARM CPUs?,"ARM CPU inner-level TLBs, one for instructions and one for data.",y
Describe the outer level of TLBs in ARM architecture.,It consists of a single main TLB.,y
What is the main TLB in ARM CPUs?,ARM CPU outer-level TLB; checked after micro TLB lookup and before page table walk.,y
Where does the address translation process begin in ARM architecture TLBs?,At the micro-TLB level.,y
What happens if there's a micro-TLB miss during address translation in ARM?,The main TLB is checked.,y
What happens if both the micro-TLB and main TLB miss during address translation in ARM?,A page table walk is performed in hardware.,y
What is a key characteristic of memory in modern computer systems?,"It is central to modern computer systems and is a large array of bytes, each with its own address.",y
What mechanism is used for address space allocation?,Base and limit registers.,y
"Define ""Base register"".",The smallest legal physical memory address.,y
"What does ""Limit"" specify in the context of memory address allocation?",The size of the address range.,y
List the different times at which symbolic address references can be bound to physical addresses.,"Compile time, Load time, Execution time.",y
"What is a ""Logical address"" and by what is it generated?",An address generated by the CPU.,y
What is the purpose of the Memory Management Unit (MMU)?,It translates a logical address to a physical address.,y
"Define ""Memory Management Unit (MMU)"".",A hardware component that translates logical addresses to physical addresses.,y
What kind of address does the MMU output?,Physical address.,y
Describe a common memory allocation approach for contiguous memory.,Using contiguous memory partitions of varying sizes.,y
Name the common partition allocation strategies.,"First fit, Best fit, Worst fit.",y
"What are ""First fit"", ""Best fit"", and ""Worst fit""?",Common strategies for allocating memory partitions.,y
How do modern operating systems typically manage memory?,They use paging.,y
How is physical memory divided in systems using paging?,Into fixed-sized blocks called frames.,y
"Define ""Frames"" in the context of memory management.",Fixed-sized blocks into which physical memory is divided in systems using paging.,y
How is logical memory divided in systems using paging?,Into blocks of the same size called pages.,y
"Define ""Pages"" in the context of memory management.","Fixed-sized blocks into which logical memory is divided in systems using paging, where each block is the same size as a frame.",y
How is a logical address structured in a paging system?,It is divided into a page number and a page offset.,y
"What is the ""Page number"" used for in paging?",It serves as an index into a per-process page table.,y
"What information does a ""Page table"" contain?",It contains the frame in physical memory that holds the corresponding page.,y
"Define ""Page table"".","A data structure, typically per-process, that maps logical page numbers to physical frames.",y
"What does the ""Offset"" represent in a logical address in paging?",It represents the specific location within a frame.,y
"Define ""Translation Look-aside Buffer (TLB)"".",A hardware cache of the page table.,y
What is the purpose of a TLB?,To speed up address translation by caching frequently accessed page table entries.,y
What information does each entry in a TLB contain?,A page number and its corresponding frame.,y
Describe the process of address translation using a TLB.,1. Get the page number from the logical address. 2. Check if the frame for the page is in the TLB. 3. If in TLB: frame obtained from TLB (TLB hit). 4. If not in TLB: retrieve from page table (TLB miss).,y
"Define ""Hierarchical paging"".",A memory management technique where the logical address is divided into multiple parts for different page table levels.,y
What problem arises with hierarchical paging when expanding addresses beyond 32 bits?,"It leads to a large number of hierarchical levels, increasing overhead.",y
What strategies are used to address the problem of many hierarchical levels with expanding addresses?,Hashed page tables and Inverted page tables.,y
"Define ""Swapping"".",The process of moving pages from physical memory to disk to increase the degree of multiprogramming.,y
What is the purpose of swapping?,To increase the degree of multiprogramming by moving less active pages to disk.,y
Describe the paging characteristics of Intel's 32-bit architecture.,It uses two levels of page tables and supports 4-KB or 4-MB page sizes.,y
"What is ""Page-address extension"" (PAE)?",A feature that allows 32-bit processors to access a physical address space greater than 4 GB.,y
What memory management technique do x86-64 and ARM v8 architectures use?,They are 64-bit architectures that use hierarchical paging.,y
