What is the primary characteristic of the 'fork-join' model?,It creates an unbounded number of threads asynchronously without waiting for their completion.,A parent thread creates child threads and waits for them to terminate and join to combine results.,Threads are created once at startup and placed in a pool for future tasks.,It involves a single thread performing all computations sequentially.,Tasks are submitted to a queue and processed by a fixed number of threads independently.,B,The fork-join model is a synchronous threading strategy where a parent thread creates (forks) child threads and waits for them to terminate and join with it to combine results.
The Java Fork-Join Library (Java 1.7+) is specifically designed for which type of algorithms?,Algorithms requiring strict sequential execution.,Recursive divide-and-conquer algorithms.,Network communication protocols.,Algorithms that primarily involve I/O operations.,Algorithms that run entirely on a single thread.,B,"The Java Fork-Join Library is designed for recursive divide-and-conquer algorithms, such as Quicksort and Mergesort."
"In the Java Fork-Join Library, which method is used by a parent task to block until a child task completes and returns its result?",`compute()`,`execute()`,`fork()`,`join()`,`shutdown()`,D,The `join()` method blocks until a task completes and returns its result in the Java Fork-Join Library.
What is 'Work Stealing' in the context of the Java Fork-Join Library?,A mechanism where threads can take tasks from another thread's queue if their own queue is empty to balance workload.,A method for securely sharing data between threads without race conditions.,A process by which a parent thread assigns specific tasks to child threads.,A way to prioritize certain tasks over others based on their importance.,A technique for dynamically adjusting the number of threads in the `ForkJoinPool`.,A,"Work Stealing is a mechanism where if a thread's queue is empty, it can 'steal' a task from another thread's queue to balance workload."
OpenMP is a set of compiler directives and an API primarily used for parallel programming in which type of environment?,"Distributed memory environments (e.g., clusters).",GPU-accelerated computing environments.,Shared-memory environments.,Single-threaded embedded systems.,Network-based client-server architectures.,C,OpenMP supports parallel programming specifically in shared-memory environments.
What does OpenMP identify as 'parallel regions'?,Specific memory locations that can be accessed concurrently by multiple threads.,Blocks of code that may run in parallel.,External libraries that provide parallel algorithms.,Sections of an application's data that must be kept private to each thread.,User interfaces designed for concurrent user interaction.,B,OpenMP identifies 'parallel regions' as blocks of code that may run in parallel.
"When OpenMP encounters a directive like `#pragma omp parallel`, what action does it typically take regarding threads?",It terminates all existing threads before executing the region sequentially.,It creates a single new thread to execute the region.,"It creates as many threads as there are processing cores, and all threads execute the region simultaneously.",It pauses all other threads until the region completes.,"It queues the region to be executed by a single, pre-existing thread from a pool.",C,"When `#pragma omp parallel` is encountered, OpenMP creates as many threads as there are processing cores in the system, and all threads execute the parallel region simultaneously."
Grand Central Dispatch (GCD) was developed by which company and for which operating systems?,Microsoft for Windows and Xbox.,Google for Android and ChromeOS.,Apple for macOS and iOS.,IBM for AIX and Linux.,Oracle for Java and Solaris.,C,Grand Central Dispatch (GCD) was developed by Apple for macOS and iOS.
"In GCD, what is the purpose of a 'dispatch queue'?",To store shared data that multiple threads can access.,To synchronize access to critical sections of code.,"To schedule tasks by placing them on the queue, from which available threads remove them for execution.",To manage the creation and destruction of new threads for each task.,To perform load balancing across different CPU cores.,C,GCD schedules tasks by placing them on a dispatch queue. Tasks are assigned to available threads from a managed pool.
Which type of Grand Central Dispatch queue ensures that tasks are removed in FIFO order and that one task completes before the next is removed?,Concurrent queue,Global dispatch queue,Main queue,Serial queue,Background queue,D,"Serial queues remove tasks in FIFO order, and one task completes before the next is removed. The main queue is a type of serial queue, but 'serial queue' is the general category."
"What is the highest quality-of-service (QOS) class for system-wide concurrent queues in Grand Central Dispatch, typically used for user interface and event handling?",QOS_CLASS_BACKGROUND,QOS_CLASS_UTILITY,QOS_CLASS_USER_INITIATED,QOS_CLASS_USER_INTERACTIVE,QOS_CLASS_DEFAULT,D,"QOS_CLASS_USER_INTERACTIVE is for user interface and event handling, requiring a small amount of work for a responsive UI, making it the highest priority interactive class."
"In C, C++, or Objective-C, what is the term for a self-contained unit of work used to submit tasks to Grand Central Dispatch queues?",Method,Function pointer,Block,Closure,Delegate,C,"For C, C++, Objective-C, a 'block' (specified by `^{}`) is used as a self-contained unit of work for GCD."
Intel Threading Building Blocks (TBB) is characterized as a template library for designing parallel applications in which programming language?,Java,Python,C++,FORTRAN,C#,C,Intel Threading Building Blocks (TBB) is a template library for designing parallel C++ applications.
Which statement accurately describes a key advantage or feature of Intel Threading Building Blocks (TBB)?,It requires specific compiler extensions and language modifications.,"It is primarily designed for distributed memory systems, not shared memory.","It provides load balancing and is cache-aware, prioritizing tasks with data in cache.",Developers must manually manage thread creation and destruction.,It only supports sequential execution of tasks for simplicity.,C,"TBB provides load balancing and is cache-aware, prioritizing tasks with data in cache. It requires no special compiler or language support and its task scheduler maps tasks to threads, relieving developers of manual thread management."
"In the context of Intel TBB's `parallel_for` loop, what does the `range` parameter define?",The specific thread that will execute the loop.,The number of iterations to skip.,"The iteration space, or the range of elements that will be iterated.",The type of data to be processed.,The maximum execution time for the loop.,C,"In `parallel_for (range, body)`, `range` defines the iteration space, which is the range of elements that will be iterated."
How do the semantics of `fork()` and `exec()` change in multithreaded programs compared to single-threaded ones?,They remain identical.,"Only `fork()` semantics change, `exec()` remains the same.","Only `exec()` semantics change, `fork()` remains the same.",Both `fork()` and `exec()` semantics change.,`fork()` is not available in multithreaded contexts.,D,"The text explicitly states, ""The semantics of `fork()` and `exec()` change in multithreaded programs."""
"When a multithreaded program forks and immediately calls `exec()`, which version of `fork()` is typically more appropriate in UNIX systems?",The version that duplicates all threads in the new process.,The version that duplicates only the calling thread in the new process.,"Neither version is appropriate, as `exec()` should not be used after `fork()` in multithreaded programs.","The choice is irrelevant, as `exec()` replaces the process entirely anyway.","A new, specialized `fork_exec()` system call is used.",B,"The text states, ""If `exec()` is called immediately after forking, duplicating only the calling thread is appropriate."" This is because `exec()` will replace the entire process, making the duplication of other threads redundant."
"In a multithreaded UNIX program, if the new process created by `fork()` does NOT call `exec()`, what is the appropriate behavior for `fork()`?",It should duplicate only the calling thread to minimize overhead.,It should duplicate all threads in the new process.,"The `fork()` call will fail, as this scenario is not supported.",The behavior is undefined and depends on the specific UNIX system implementation.,The parent process's threads are destroyed upon forking.,B,"The text specifies, ""If the new process does not call `exec()`, duplicating all threads is appropriate."""
What happens when a thread invokes `exec()` in a multithreaded program?,Only the invoking thread is replaced by the new program.,The new program runs as a new thread within the existing process.,"The specified program replaces the entire process, including all threads.",`exec()` is blocked until all other threads in the process terminate.,"A new process is created, and the original process continues to run.",C,"The text clearly states, ""If a thread invokes `exec()`, the specified program replaces the entire process, including all threads."""
"In UNIX systems, what is the primary purpose of a signal?",To indicate that a process has completed execution.,To notify a process of an event.,To request a process to allocate more memory.,To synchronize access to shared resources between processes.,To initiate the creation of a new thread within a process.,B,"The glossary defines ""signal"" as ""In UNIX and other operating systems, a means used to notify a process that an event has occurred."""
Which sequence correctly describes the pattern of signal handling in UNIX systems?,Handled → Generated → Delivered,Delivered → Generated → Handled,Generated → Delivered → Handled,Generated → Handled → Delivered,Handled → Delivered → Generated,C,"The text outlines the ""Signal Pattern"" as ""Generated → Delivered → Handled."""
Which statement accurately describes synchronous signals?,They are generated by events external to the running process and typically sent to another process.,They are generated by an event within the running process and delivered to the same process that caused the signal.,They are primarily used for inter-process communication between unrelated processes.,They are always handled by a default signal handler and cannot be overridden.,They are specific to Windows operating systems and emulated by APCs.,B,"The text states, ""Synchronous Signals: Generated by an event within the running process (e.g., illegal memory access, division by zero); delivered to the same process that caused the signal."""
What distinguishes an asynchronous signal from a synchronous signal?,"Asynchronous signals are always delivered to a user-defined signal handler, while synchronous signals are not.","Asynchronous signals are generated by an event within the running process, whereas synchronous signals are external.","Asynchronous signals are generated by an event external to the running process, while synchronous signals originate internally.","Asynchronous signals are handled immediately, while synchronous signals are deferred.",Asynchronous signals can only be sent to the process that generated them.,C,"The text notes, ""Asynchronous Signals: Generated by an event external to the running process (e.g., <control><C>, timer expiration); typically sent to another process."" This contrasts with synchronous signals which are internal."
What is a default signal handler?,A signal handler defined by the user to override kernel actions.,A kernel-provided handler for each signal.,A handler that only processes asynchronous signals.,A function invoked when a thread is canceled.,A mechanism for thread-local storage.,B,"The glossary defines ""default signal handler"" as ""The signal handler that receives signals unless a user-defined signal handler is provided by a process."" The main text also says ""Kernel-provided handler for each signal."""
What is the primary role of a user-defined signal handler?,To generate new signals within a process.,To replace the entire process when a signal is received.,To override the default action for handling a signal.,To block the delivery of all signals to a process.,To deliver signals to specific threads in a multithreaded program.,C,"The glossary defines ""user-defined signal handler"" as ""The signal handler created by a process to provide non-default signal handling."" The main text says ""Overrides the default action to handle the signal."""
Which of the following is NOT a valid option for signal delivery in a multithreaded program?,Deliver to the thread to which the signal applies.,Deliver to every thread in the process.,Deliver to certain threads in the process.,Assign a specific thread to receive all signals for the process.,Signals are automatically converted to thread-local storage.,E,The text lists four valid options for signal delivery in multithreaded programs. Option E is not mentioned and represents a different concept entirely.
Which UNIX function is used to deliver a signal to a specified Pthread (POSIX thread)?,"`kill(pid_t pid, int signal)`","`signal(int signum, handler_t handler)`","`pthread_kill(pthread_t tid, int signal)`","`send_signal_to_thread(int signal, int thread_id)`",`raise(int signal)`,C,"The text explicitly lists `pthread_kill(pthread_t tid, int signal)` as the function for delivering a signal to a specified Pthread."
"How does Windows emulate UNIX-like signals, given that it does not explicitly support them?",By converting all signals into inter-process communication messages.,By using a kernel-level signal daemon that manages all signal events.,By blocking all signal-generating events from user applications.,By using asynchronous procedure calls (APCs) delivered to a particular thread.,Windows processes automatically terminate upon receiving any event that would trigger a signal in UNIX.,D,"The text states, ""Windows does not explicitly support signals but emulates them using Asynchronous Procedure Calls (APCs). An APC is delivered to a particular thread."""
"What does ""thread cancellation"" refer to?",The process of preventing a thread from being created.,The termination of a target thread before it has completed its task.,The ability of a thread to pause its own execution indefinitely.,The mechanism by which a thread communicates with another process.,The act of removing a thread from the CPU's ready queue.,B,"The glossary defines ""thread cancellation"" as ""Termination of a thread before it has completed."""
What is the primary difference between asynchronous cancellation and deferred cancellation?,"Asynchronous cancellation allows the target thread to clean up resources, while deferred cancellation does not.","Asynchronous cancellation immediately terminates the target thread, while deferred cancellation allows the target thread to periodically check for termination requests.","Asynchronous cancellation is supported by Pthreads, while deferred cancellation is unique to Java.","Asynchronous cancellation is safer for shared data, while deferred cancellation is not recommended.",There is no functional difference; they are just different naming conventions.,B,"The text defines: ""Asynchronous cancellation: One thread immediately terminates the target thread."" and ""Deferred cancellation: The target thread periodically checks whether it should terminate, allowing orderly termination."""
"Which of the following is a known difficulty associated with thread cancellation, especially asynchronous cancellation?",Increased CPU utilization across the system.,Guaranteeing that all resources allocated to the canceled thread are fully reclaimed and shared data is left in a consistent state.,Preventing the operating system from scheduling other threads.,The inability to initiate cancellation from a different thread.,It can only be applied to non-blocking threads.,B,"The text lists difficulties: ""Resources allocated to canceled thread may not be fully reclaimed."" and ""Data shared with other threads may be left in an inconsistent state (especially with asynchronous cancellation)."""
"In Pthreads, how is thread cancellation initiated?",By directly terminating the thread using a system call.,"By invoking `pthread_cancel(tid)`, which is a request that depends on the target thread's setup.",By sending a specific signal that forces immediate termination.,By marking the thread as 'canceled' in its thread control block.,Pthreads does not support thread cancellation.,B,"The text states, ""Initiated with `pthread_cancel(tid)`. This is a request; actual cancellation depends on target thread's setup."""
What is the default cancellation type in Pthreads?,Asynchronous cancellation.,Deferred cancellation.,Immediate cancellation.,Non-cancellable.,Dependent on the specific UNIX system.,B,"The text explicitly states, ""Default type is deferred cancellation."""
"In the context of deferred thread cancellation, what is a ""cancellation point""?",The precise moment when a thread is forcibly terminated by the operating system.,A point in the code where it is safe for the target thread to terminate.,The function responsible for initiating thread cancellation.,A flag that indicates whether a thread is active or inactive.,A mechanism to prevent threads from being canceled.,B,"The glossary defines ""cancellation point"" as ""With deferred thread cancellation, a point in the code at which it is safe to terminate the thread."" The text gives examples like blocking system calls."
What is the purpose of the `pthread_testcancel()` function in Pthreads?,To change the cancellation mode of a thread.,To explicitly establish a cancellation point within a thread's execution.,To determine if a thread has already been canceled.,To prevent a thread from ever being canceled.,To recover a thread after it has been canceled.,B,"The text specifies, ""`pthread_testcancel()`: Function to explicitly establish a cancellation point."""
What is the role of a cleanup handler in thread cancellation?,It is a handler that prevents a thread from being canceled.,It ensures that all memory allocated by the thread is zeroed out after termination.,"It is a function invoked if a thread is canceled, allowing resource release before termination.",It automatically restarts a canceled thread to re-attempt its operation.,It reports a log of all cancellation attempts to the operating system.,C,"The glossary defines ""clean-up handler"" as ""A function that allows any resources a thread has acquired to be released before the thread is terminated."" The main text also states it's ""A function invoked if a thread is canceled, allowing resource release before termination."""
What is the general recommendation regarding asynchronous cancellation in Pthreads?,It is the preferred method for immediate termination.,It is generally not recommended due to potential difficulties with resource reclamation and data consistency.,It should only be used for threads performing non-blocking operations.,It is the default cancellation type and thus widely used.,It requires special hardware support to be effective.,B,"The text states, ""Asynchronous cancellation is generally not recommended in Pthreads."""
How does Java's thread cancellation mechanism primarily operate?,It uses a direct `terminate()` method similar to asynchronous cancellation.,It relies on `pthread_cancel()` for cross-platform compatibility.,"It is similar to deferred cancellation, where `interrupt()` sets a status that the thread checks with `isInterrupted()`.",Java threads are designed to be non-cancellable by external requests.,It uses asynchronous procedure calls (APCs) internally.,C,"The text describes: ""Similar to deferred cancellation. Invoke `interrupt()` method on target thread to set its interruption status to true. Thread checks its interruption status using `isInterrupted()` method."""
What is Thread-Local Storage (TLS)?,Data that is shared by all threads in a process but is only accessible via specific system calls.,Memory allocated on the stack for function-specific variables.,"Data unique to each thread, even though threads typically share process data.",A mechanism for threads to communicate with each other through shared memory.,A temporary cache for frequently accessed global variables.,C,"The glossary defines ""thread-local storage (TLS)"" as ""Data available only to a given thread."" The main text expands: ""Data unique to each thread, even though threads typically share process data."""
What is a key distinction between Thread-Local Storage (TLS) data and typical local variables?,"TLS data is allocated on the heap, while local variables are on the stack.","TLS data is only visible within a single function invocation, while local variables persist across invocations.","TLS data is visible across function invocations, unlike local variables which are limited to their scope.","TLS data can be accessed by any thread, whereas local variables are private to one thread.","TLS data requires explicit deallocation by the developer, unlike local variables.",C,"The text states, ""TLS data are visible across function invocations, unlike local variables."""
In what scenario would Thread-Local Storage (TLS) be particularly useful?,When a global variable needs to be shared and modified by all threads simultaneously.,"When each thread needs its own independent copy of certain data, such as a unique transaction ID in a transaction-processing system.","When thread creation is strictly controlled by the developer, allowing for explicit data passing.",When the goal is to reduce memory consumption by sharing all data among threads.,When implementing inter-process communication between unrelated applications.,B,"The text states its purpose: ""When each thread needs its own copy of certain data (e.g., unique transaction ID for each transaction-processing thread)."" Also, ""Useful when thread creation is not controlled by the developer (e.g., thread pools)."""
Which Java class and its methods are specifically mentioned for supporting Thread-Local Storage (TLS)?,`java.lang.Thread` with `start()` and `run()`.,`java.util.concurrent.atomic.AtomicReference` with `get()` and `set()`.,`java.lang.ThreadLocal<T>` with `set()` and `get()`.,`java.util.ArrayList` with `add()` and `remove()`.,Java does not have explicit support for TLS.,C,"The text explicitly mentions, ""Java: `ThreadLocal<T>` class with `set()` and `get()` methods."""
What keyword does the `gcc` compiler provide for supporting Thread-Local Storage (TLS)?,`static`,`volatile`,`_thread`,`register`,`extern`,C,"The text states, ""`gcc` compiler: `_thread` storage class keyword."""
What is the primary concern addressed by scheduler activations?,Managing communication between different processes in a distributed system.,"Facilitating communication between the kernel and the thread library, especially in many-to-many and two-level threading models.",Optimizing context switching between user-level threads without involving the kernel.,Ensuring fair allocation of CPU time to single-threaded applications.,Providing a standard API for thread creation in all operating systems.,B,"The text states, ""Concerns communication between the kernel and the thread library, especially for many-to-many and two-level models."""
What is a Lightweight Process (LWP) in the context of scheduler activations?,A user-level thread that is directly scheduled by the operating system kernel.,An intermediate data structure that appears as a virtual processor to the user-thread library and is attached to a kernel thread.,A dedicated CPU core used for running only I/O-intensive tasks.,A kernel-level thread that cannot be blocked.,A mechanism for thread-local storage.,B,"The glossary defines ""lightweight process (LWP)"" as ""A virtual processor-like data structure allowing a user thread to map to a kernel thread."" The main text adds ""Appears as a virtual processor to the user-thread library."" and ""Each LWP is attached to a kernel thread""."
"In a system utilizing LWPs, what is the consequence if a kernel thread (and thus its associated LWP) blocks?",The kernel automatically detaches the LWP and assigns a new one.,The user-level thread currently scheduled on that LWP also blocks.,All other LWPs in the system are immediately unblocked.,The LWP is converted into a user-level thread.,The system creates a new process to handle the blocked operation.,B,"The text states, ""If a kernel thread (and thus its LWP) blocks, the user-level thread also blocks."""
"What is ""scheduler activation""?",A method where the user-thread library directly manages kernel threads.,A communication scheme where the kernel provides LWPs to an application and informs it of events via upcalls.,A process that solely handles CPU scheduling decisions without kernel involvement.,A technique to prevent deadlocks in multithreaded environments.,A system call that allows an application to explicitly request more physical processors.,B,"The glossary defines ""scheduler activation"" as ""A threading method in which the kernel provides an application with a set of LWPs, and the application can schedule user threads onto an available virtual processor and receive upcalls from the kernel to be informed of certain events."""
"What is the purpose of an ""upcall"" in the context of scheduler activations?",To allow a user-level thread to directly request kernel services.,To send a signal from the kernel to a process thread to communicate an event.,To enable the user-thread library to create new kernel threads.,To notify the kernel when a user thread has completed its execution.,To reassign a blocked LWP to a different kernel thread.,B,"The glossary defines ""upcall"" as ""A threading method in which the kernel sends a signal to a process thread to communicate an event."""
What is an upcall handler?,A kernel function that generates upcalls.,A function within the thread library that handles upcalls from the kernel.,A hardware component responsible for virtual processor management.,A user thread that periodically checks for new LWPs.,A debugger tool for monitoring thread states.,B,"The glossary defines ""upcall handler"" as ""A function in a process that handles upcalls."" The main text adds ""Function in the thread library that handles upcalls, running on a virtual processor."""
"According to the text, what might trigger an upcall from the kernel to the user-thread library in a scheduler activation model?",When a user thread successfully completes an I/O operation.,When an application thread is about to block.,When the user-thread library requests a new user thread.,When a kernel thread decides to terminate an LWP.,When a physical processor becomes idle.,B,"The example upcall scenario given is: ""When an application thread is about to block, the kernel makes an upcall..."""
"In the Windows operating system, what is the mapping model used for user-level threads to kernel threads?",Many-to-one mapping,One-to-many mapping,Many-to-many mapping,One-to-one mapping,Hybrid mapping,D,"Windows uses the one-to-one mapping model, where each user-level thread maps to an associated kernel thread."
A Windows application runs as a separate process. Which statement accurately describes its thread management?,A Windows application can contain only a single kernel thread.,A Windows application can contain one or more threads.,"Each thread in a Windows application runs as a distinct, separate process.","Windows applications are restricted to user-level threads only, with no kernel mapping.","Thread management in Windows applications is entirely handled by user-mode libraries, not the OS kernel.",B,"A Windows application runs as a separate process, which can contain one or more threads."
Which set of components collectively constitutes the 'context' of a thread in Windows?,"Thread ID, owning process pointer, and starting routine address.","Scheduling information, synchronization data, and kernel thread block pointer.","Register set, program counter, user stack, kernel stack, and private storage area.","User-mode stack, thread environment block, and thread-local storage array.","File system information, memory space, and signal handlers.",C,"The register set, stacks (user and kernel), and private storage area constitute the context of the thread."
"In Windows, which of the following general components is part of a thread's structure?",Process Control Block (PCB),Global system registry,Thread ID,Shared memory segment list,Hardware interrupt vector table,C,"A Thread ID is a general component of a thread, along with the register set, program counter, user stack, kernel stack, and private storage area."
Which of the primary data structures for a Windows thread exists entirely in user space?,ETHREAD (executive thread block),KTHREAD (kernel thread block),TEB (thread environment block),Both ETHREAD and KTHREAD,"All three (ETHREAD, KTHREAD, TEB)",C,"The TEB is a user-space data structure, while ETHREAD and KTHREAD exist in kernel space."
The KTHREAD (kernel thread block) in Windows is primarily responsible for holding which type of information?,The thread identifier and user-mode stack.,A pointer to the owning process and the thread's starting routine address.,"Scheduling and synchronization information, along with the kernel stack.",Private storage area for run-time libraries.,File system and memory space sharing flags.,C,"KTHREAD includes scheduling and synchronization information, the kernel stack, and a pointer to the TEB."
What information does the ETHREAD (executive thread block) in Windows typically contain?,Only the thread's unique identifier.,The user-mode stack and an array for thread-local storage.,Scheduling and synchronization details for the thread.,A pointer to the owning process and the thread's starting routine address.,The entire register set and program counter.,D,ETHREAD contains a pointer to the owning process and the thread's starting routine address; it also points to the corresponding KTHREAD.
"In Windows, which of the following statements is true regarding the accessibility of thread data structures?",TEB is accessible by the kernel only.,ETHREAD and KTHREAD are accessible by user applications.,ETHREAD and KTHREAD exist in kernel space and are only accessible by the kernel.,"All thread data structures (ETHREAD, KTHREAD, TEB) exist in kernel space.",Only the register set is kernel-accessible; other components are user-accessible.,C,ETHREAD and KTHREAD exist in kernel space (only accessible by the kernel); TEB is in user space.
"What term does Linux use to refer to a flow of control, which encompasses both processes and threads?",Process,Thread,Task,Execution context,Workload unit,C,Linux does not distinguish between processes and threads; it uses the term 'task' to refer to a flow of control.
"Which Linux system call is specifically designed for creating threads, offering various levels of resource sharing through flags?",fork(),exec(),create_thread(),clone(),spawn(),D,"Linux provides the clone() system call for creating threads, which is passed a set of flags that determine the level of sharing between parent and child tasks."
"When using the Linux `clone()` system call, which flag would you set to ensure the child task shares the same memory space as the parent?",`CLONE_FS`,`CLONE_SIGHAND`,`CLONE_FILES`,`CLONE_VM`,`CLONE_PID`,D,`CLONE_VM` is a flag passed to `clone()` that specifies sharing the same memory space.
How does the Linux `clone()` system call behave if no flags are set?,It creates a thread with maximum resource sharing.,"It functions similarly to `fork()`, resulting in no resource sharing.",It defaults to creating a lightweight process that shares only file system information.,"It results in an error, as flags are mandatory for `clone()`.",It automatically detects the optimal sharing level based on system load.,B,"If no flags are set, `clone()` provides functionality similar to `fork()` (no sharing)."
What is the primary kernel data structure used to represent a 'task' in the Linux kernel?,`struct process_control_block`,`struct kernel_flow`,`struct task_struct`,`struct thread_descriptor`,`struct exec_unit`,C,A unique kernel data structure (`struct task_struct`) exists for each task in Linux.
"How does `struct task_struct` in the Linux kernel typically manage information like open files, signal handling, and virtual memory?",It stores all this data directly within the `struct task_struct` itself.,It contains pointers to other separate data structures where this information is stored.,"It uses a global, shared array for all tasks' associated data.","This information is managed exclusively in user space, not by `task_struct`.",It relies on memory-mapped files to access such data on demand.,B,"This structure contains pointers to other data structures (e.g., open files, signal handling, virtual memory) rather than storing the data directly."
"When the Linux `fork()` system call is invoked to create a new task, how are the associated data structures handled?",The new task shares all data structures directly with the parent.,"The new task points to the parent's data structures, depending on user-specified flags.",A new task is created with copies of all associated data structures.,Only the kernel stack is copied; all other data structures are shared.,The new task receives entirely new and empty data structures.,C,"When `fork()` is invoked, a new task is created with copies of all associated data structures."
"The flexibility provided by the Linux `clone()` system call, particularly its ability to allow varying levels of resource sharing, is crucial for the implementation of which technology?",Graphical User Interfaces (GUIs),Real-time operating systems (RTOS),Network protocols like TCP/IP,"Linux containers (e.g., Docker)",File system encryption,D,"The flexibility of `clone()` extends to creating Linux containers, which are virtualized systems running in isolation under a single Linux kernel."
Which statement most accurately describes a 'thread' as a basic unit of CPU utilization?,It is an independent program that operates in isolation from other processes.,"It is the smallest executable unit of a process, sharing resources like code and data with other threads of the same process.",It is a kernel-level construct that always requires a dedicated CPU core.,"It represents an entire process, including its own separate memory space and resources.",It is a high-level abstraction primarily used for inter-process communication.,B,"The text states: 'A thread is a basic unit of CPU utilization; threads belonging to the same process share many process resources, including code and data.'"
Threads belonging to the same process primarily share which of the following resources?,Their own separate memory spaces.,Unique CPU cores for each thread.,Code and data segments.,Distinct sets of file descriptors and I/O devices.,Individual network connections.,C,"The text explicitly states: 'threads belonging to the same process share many process resources, including code and data.'"
"According to the provided text, what are the four primary benefits of multithreaded applications?","Efficiency, Security, Simplicity, Portability","Responsiveness, Resource sharing, Economy, Scalability","Concurrency, Parallelism, Atomicity, Durability","Reliability, Redundancy, Recoverability, Throughput","Virtualization, Encapsulation, Polymorphism, Inheritance",B,"The text lists: 'There are four primary benefits to multithreaded applications: (1) responsiveness, (2) resource sharing, (3) economy, and (4) scalability.'"
What is the defining characteristic of 'concurrency' in the context of multithreading?,Multiple threads executing simultaneously.,Multiple threads making progress.,A single thread completing multiple tasks sequentially.,Tasks running on separate physical machines.,Data being processed in parallel on different datasets.,B,The text defines 'Concurrency' as existing 'when multiple threads are making progress.'
Parallelism is specifically defined by which of the following conditions?,Threads taking turns to execute on a single processor.,Multiple threads making progress simultaneously.,The ability to run on a single CPU without interruption.,The use of virtual memory to manage thread execution.,Resource sharing among independent processes.,B,The text states: 'Parallelism exists when multiple threads are making progress simultaneously.'
"On which type of system is true parallelism, where multiple threads make progress simultaneously, possible?",A single-CPU system.,A uniprocessor system.,A system with only one core.,A multicore system with multiple CPUs.,"Any system with sufficient RAM, regardless of CPU count.",D,"The text clarifies: 'On a single-CPU system, only concurrency is possible; parallelism requires a multicore system with multiple CPUs.'"
Which of the following is identified as a challenge in designing multithreaded applications?,Simplified testing and debugging due to modularity.,Automatic elimination of data dependencies.,Effortless division and balancing of work.,Increased difficulty of testing and debugging.,Reduced need for data synchronization.,D,The text lists 'increased difficulty of testing and debugging' as one of the challenges in designing multithreaded applications.
"When designing multithreaded applications, what is a key challenge related to the manipulation of data?",Ensuring data encryption for all shared data.,Automatically compressing all data before sharing.,Dividing data between threads and identifying data dependencies.,Minimizing data redundancy across threads.,Implementing data virtualization.,C,The text mentions 'dividing data between threads' and 'identifying data dependencies' as challenges in multithreaded application design.
"In 'data parallelism', how are operations typically performed across computing cores?",Unique operations are performed on unique data subsets.,The same operation is performed on different subsets of the same data across multiple cores.,Different operations are performed on the same data set.,Operations are performed sequentially on a single core.,"Tasks, not data, are distributed across cores.",B,The text states: 'Data parallelism distributes subsets of the same data across different computing cores and performs the same operation on each core.'
What is the primary distinction of 'task parallelism' compared to 'data parallelism'?,"Task parallelism distributes subsets of the same data, while data parallelism distributes unique operations.","Task parallelism performs the same operation on all cores, whereas data parallelism runs unique operations.","Task parallelism distributes tasks (not data) across multiple cores, with each task running a unique operation, while data parallelism distributes data subsets and performs the same operation.","Task parallelism is only possible on single-core systems, unlike data parallelism.",Task parallelism always requires more memory resources than data parallelism.,C,"The text defines 'Task parallelism' as distributing 'tasks (not data) across multiple cores, with each task running a unique operation,' contrasting it with data parallelism."
Why must user-level threads be mapped to kernel threads for execution?,To allow them to run directly on the hardware without OS intervention.,Because user-level threads are purely abstract and cannot execute on a CPU without kernel support.,To convert them into full-fledged processes.,To enable implicit threading mechanisms.,To perform asynchronous cancellation.,B,"The text states: 'User applications create user-level threads, which must be mapped to kernel threads for execution on a CPU.'"
Which of the following is NOT listed as a common mapping model for user-level threads to kernel threads?,Many-to-one,One-to-one,Many-to-many,One-to-many,All of the above are common mapping models.,D,"The common mapping models listed are 'many-to-one, one-to-one, and many-to-many.' One-to-many is not listed."
What is the primary function of a 'thread library'?,To manage process memory allocations.,To provide an API for creating and managing threads.,To handle network communication protocols.,To compile source code into executable binaries.,To schedule processes for CPU execution.,B,The text states: 'A thread library provides an API for creating and managing threads.'
"Which key thread library is specifically designed for POSIX-compatible systems, including UNIX, Linux, and macOS?",Windows threads,Pthreads,Java threading,Grand Central Dispatch,OpenMP,B,"The text specifies: 'Pthreads is for POSIX-compatible systems (UNIX, Linux, macOS).'"
"The Java threading library is notable for its portability, allowing Java threads to run on which platforms?",Only Windows systems.,Only UNIX/Linux systems.,Any system supporting a Java Virtual Machine.,macOS only.,Systems with specific hardware accelerators.,C,The text states: 'Java threads run on any system supporting a Java Virtual Machine.'
What is the core principle of 'implicit threading'?,Programmers explicitly create and manage every thread manually.,Threads are always created directly by the operating system kernel.,It involves identifying tasks and allowing languages or API frameworks to create and manage threads.,It mandates the use of only a single thread for all application operations.,It requires threads to be directly mapped to hardware cores without any abstraction.,C,The text defines 'Implicit threading' as involving 'identifying tasks (not threads) and allowing languages or API frameworks to create and manage threads.'
Which of the following is an identified approach used in implicit threading?,Manual thread creation via system calls.,Explicit thread joining commands.,Thread pools.,Synchronous cancellation.,Direct kernel thread mapping by the programmer.,C,"The text lists 'thread pools, fork-join frameworks, and Grand Central Dispatch' as approaches to implicit threading."
Which type of thread cancellation results in the immediate termination of the target thread?,Deferred cancellation.,Asynchronous cancellation.,Synchronous cancellation.,Batch cancellation.,Provisional cancellation.,B,The text defines 'asynchronous cancellation' as 'immediate termination'.
