What is the fundamental definition of a process?,A file stored on a disk containing executable code.,A program in execution.,A passive entity waiting to be loaded into memory.,A set of commands executed by a batch system.,A CPU register indicating the next instruction location.,B,The text explicitly defines a process as 'Program in execution'.
What is the main function of a consumer process in the context of the Producer-Consumer problem?,To generate new tasks for the system.,To consume information produced by a producer process.,To act as a server for network requests.,To monitor the performance of other processes.,To produce raw data for analysis.,B,The text defines a Consumer process as one that 'consumes information produced by a producer process.'
Which of the following is given as an example illustrating the Producer-Consumer problem?,An operating system kernel managing interrupts.,A web browser requesting pages from a web server.,A compiler generating code for an assembler.,A database system performing transaction logging.,A video game rendering graphics frames.,C,The text provides 'compiler (producer) -> assembler (consumer)' as an example.
What essential component is required for the interaction between producer and consumer processes in the Producer-Consumer problem?,A dedicated CPU core.,A synchronized clock.,A buffer for items.,Direct memory access (DMA) capabilities.,A network connection.,C,The text states that the Producer-Consumer problem 'Requires a buffer for items.'
What defines an 'unbounded buffer' in the context of the Producer-Consumer problem?,It has a size that grows dynamically up to a system-defined maximum.,It is a buffer with no practical limit on its memory size.,It is limited only by the available physical memory.,It is a fixed-size buffer that can hold an infinite number of items logically.,It does not require any memory allocation.,B,The text defines an 'Unbounded buffer' as having 'No practical limit on size.'
"In a system using an unbounded buffer, what is the behavior of the producer and consumer processes regarding waiting states?","The producer waits if the buffer is full, and the consumer waits if the buffer is empty.","The producer always produces, and the consumer may wait if the buffer is empty.","The consumer always consumes, and the producer may wait if the buffer is empty.",Neither the producer nor the consumer ever needs to wait.,Both the producer and consumer wait if the buffer is neither full nor empty.,B,"For an unbounded buffer, the text states: 'Consumer may wait, producer always produces.'"
How is a 'bounded buffer' characterized in the Producer-Consumer problem?,It can expand its size indefinitely based on demand.,Its size is determined by the number of active processes.,"It has a fixed, predefined size.",It can only store a single type of data item.,It is a virtual construct with no direct memory allocation.,C,The text defines a 'Bounded buffer' as having a 'Fixed size.'
What defines the waiting conditions for producer and consumer processes when using a bounded buffer?,"The producer waits if the buffer is empty, and the consumer waits if it's full.","The producer always produces, and the consumer always consumes.","The consumer waits if the buffer is empty, and the producer waits if the buffer is full.","Neither process waits, relying on constant data flow.",Both processes wait if any item is currently being processed.,C,"For a bounded buffer, the text states: 'Consumer waits if empty, producer waits if full.'"
"In a typical shared-memory implementation of a bounded buffer, which variables are commonly used?","head, tail, count","start, end, size","buffer (circular array), in (next free position), out (first full position)","producer_id, consumer_id, item_id","read_ptr, write_ptr, capacity",C,"The text explicitly lists: 'Shared variables: buffer (circular array), in (next free position), out (first full position).'"
"In a bounded buffer implementation using shared memory, what does the `in` variable typically represent?",The total number of items currently in the buffer.,The index of the first item available for consumption.,The next available free position in the buffer where a producer can add an item.,The size of the buffer.,The last item that was removed by the consumer.,C,The text states that `in` represents the 'next free position'.
"In a bounded buffer implementation using shared memory, what does the `out` variable typically represent?",The index of the next available free position in the buffer.,The total capacity of the buffer.,The index of the first full position from which a consumer can retrieve an item.,The position where the producer last added an item.,A flag indicating if the buffer is overflowed.,C,The text states that `out` represents the 'first full position'.
How is an empty bounded buffer identified in the given shared-memory implementation?,in > out,in < out,in == out,in == 0 and out == 0,((in + 1) % BUFFER_SIZE) == out,C,The text specifies: 'Buffer empty: `in == out`.'
"According to the provided text, what condition indicates that a bounded buffer is full?",in == out,in == BUFFER_SIZE - 1,out == 0 and in == BUFFER_SIZE - 1,((in + 1) % BUFFER_SIZE) == out,in + 1 == out,D,The text specifies: 'Buffer full: `((in + 1) % BUFFER_SIZE) == out`.'
"If a bounded buffer has a size of BUFFER_SIZE, what is the maximum number of items it can hold at most, as described in the implementation?",BUFFER_SIZE,BUFFER_SIZE + 1,BUFFER_SIZE - 1,BUFFER_SIZE / 2,"Any number of items, as long as in and out are distinct.",C,The text states: 'Allows `BUFFER_SIZE - 1` items at most.' This is because one slot is left empty to distinguish a full buffer from an empty one using the `in == out` and `((in + 1) % BUFFER_SIZE) == out` conditions.
"In the bounded buffer implementation, what action does the producer process take if it finds the buffer to be full?",It discards the item and continues.,It attempts to resize the buffer dynamically.,It waits until space becomes available in the buffer.,It signals an error and terminates.,It writes the item directly to disk.,C,The text describes the Producer loop as needing to 'wait if buffer full'.
What action does the consumer process take if it finds the bounded buffer to be empty?,It attempts to force the producer to create an item.,It waits until an item becomes available in the buffer.,It generates a default item to consume.,It signals an error and terminates.,It attempts to read from a backup storage.,B,The text describes the Consumer loop as needing to 'wait if buffer empty'.
What critical issue arises when multiple processes concurrently access the shared buffer in a bounded buffer implementation?,Increased memory fragmentation.,The need for robust synchronization mechanisms.,Difficulty in maintaining consistent item order.,Potential for network latency.,Unavoidable data corruption without special hardware.,B,The text explicitly states: 'Issue: Concurrent access to shared buffer requires synchronization.'
What is the primary characteristic of message passing in Interprocess Communication (IPC)?,It requires processes to share a common memory address space.,It enables processes to communicate and synchronize without shared address space.,It is exclusively used for processes on the same computer.,It relies solely on direct memory access for data transfer.,"It is primarily a mechanism for resource arbitration, not data exchange.",B,"The text states, 'Message passing: allows processes to communicate and synchronize without shared address space.'"
In which type of environment is message passing particularly useful?,Environments with strict memory sharing requirements.,Single-processor systems primarily.,Distributed environments where processes are on different computers.,Systems where real-time clock synchronization is the main concern.,Environments where all processes reside in a single address space.,C,"The text specifies, 'Useful in distributed environments (processes on different computers).'"
What are the two fundamental operations provided by message passing systems?,read() and write(),fork() and exec(),send(message) and receive(message),lock() and unlock(),open() and close(),C,"The text explicitly states, 'Provides `send(message)` and `receive(message)` operations.'"
What is the trade-off associated with implementing fixed versus variable message sizes in message passing?,Performance overhead vs. security.,Scalability vs. reliability.,Implementation complexity vs. programming ease.,Latency vs. throughput.,Memory usage vs. CPU utilization.,C,"The text notes, 'Messages can be fixed or variable size (trade-off: implementation complexity vs. programming ease).'"
What essential component must exist between communicating processes in a message-passing system?,A shared memory segment.,A common register set.,A Communication Link.,A direct interrupt line.,A global semaphore.,C,"The text states, 'Communication Link: Must exist between communicating processes.'"
Which of the following is NOT listed as a logical implementation method for message passing?,Direct or indirect communication.,Synchronous or asynchronous communication.,Manual or automatic buffering.,Automatic or explicit buffering.,None of the above (all are listed).,C,"The listed methods are 'Direct or indirect communication,' 'Synchronous or asynchronous communication,' and 'Automatic or explicit buffering.' 'Manual buffering' is not listed."
"What does ""Naming"" refer to in the context of message passing systems?",Assigning unique identifiers to messages.,How processes refer to each other.,The process of encrypting communication channels.,Defining the size of messages.,The protocol used for network discovery.,B,The text defines 'Naming: How processes refer to each other.'
"According to the provided text, what is the defining characteristic of ""direct communication"" in IPC?",Messages are sent to and received from mailboxes.,Processes communicate using a shared memory segment.,Each process explicitly names the recipient or sender of the communication.,Communication links can be associated with more than two processes.,The sender never blocks when sending a message.,C,The glossary defines 'direct communication' as 'a communication mode in which each process that wants to communicate must explicitly name the recipient or sender of the communication.'
"In direct communication, which syntax correctly represents the `send` and `receive` operations?",`send(message_data)` and `receive(buffer)`,"`send(address, message)` and `receive(port, message)`","`send(P, message)` and `receive(Q, message)`","`send(mailbox_ID, message)` and `receive(mailbox_ID, message)`",`send(data_stream)` and `receive(data_stream)`,C,"The text gives examples: '`send(P, message)`: Send to process P. `receive(Q, message)`: Receive from process Q.'"
Which of the following is a property of communication links established through direct communication?,A link may be associated with more than two processes.,Multiple links can exist between any pair of processes.,Links are established only if a mailbox is shared.,Exactly one link exists per pair of communicating processes.,"Sender names recipient, but receiver does not name sender.",D,"Properties listed for direct communication include 'exactly two processes per link, exactly one link per pair.' Option D is a direct restatement of one part of this."
"What does ""symmetry"" refer to in the context of direct communication?",The sender's and receiver's messages have the same size.,The communication link is bidirectional.,Both the sender process and the receiver process must name each other to communicate.,"Only the sender names the recipient, but the recipient does not name the sender.",The processes involved are located on the same machine.,C,The glossary defines 'symmetry' as 'a scheme in which both the sender process and the receiver process must name the other to communicate.'
"What is a characteristic of ""asymmetry"" in direct communication?",Both sender and receiver explicitly name each other.,Messages are sent to a mailbox rather than a specific process.,The `send()` operation is nonblocking.,"Only the sender names the recipient, and the receiver can receive from any process (`receive(id, message)`).",Communication is limited to a single direction.,D,"The text describes 'Asymmetry: Only sender names recipient (`receive(id, message)` from any process).' The glossary reinforces this."
What is a noted disadvantage of using direct communication for IPC?,It requires complex buffer management.,"It offers excessive modularity, leading to inefficiency.","It has limited modularity due to hard-coding identifiers, which is undesirable.",It cannot be used in distributed environments.,It inherently leads to deadlocks.,C,"The text states, 'Disadvantage: Limited modularity, hard-coding identifiers is undesirable.'"
"What is the primary mechanism for message exchange in ""indirect communication""?",Processes directly address each other.,Messages are sent and received via mailboxes or ports.,Shared memory segments are used exclusively.,Communication relies on process IDs being hard-coded.,It uses a rendezvous point for all communications.,B,"The glossary defines 'indirect communication' as 'A communication mode in which messages are sent to and received from mailboxes, or ports.'"
"In the context of indirect communication, what is a ""mailbox"" (or ""port"")?",A physical network interface card.,A process that relays messages between other processes.,An object with a unique ID for placing and removing messages.,A shared memory region for direct data access.,A kernel module that manages process scheduling.,C,"The text defines 'Mailbox: Object for placing/removing messages, unique ID.' The glossary also states: 'objects into which messages can be placed by processes and from which messages can be removed.'"
How are `send` and `receive` operations typically structured when using indirect communication?,"`send(process_ID, message)` and `receive(process_ID, message)`","`send(buffer, size)` and `receive(buffer, size)`","`send(A, message)` and `receive(A, message)`, where 'A' is a mailbox.","`send(socket, message)` and `receive(socket, message)`","`send(queue_name, message)` and `receive(queue_name, message)`",C,"The text gives examples: '`send(A, message)`: Send to mailbox A. `receive(A, message)`: Receive from mailbox A.'"
Which of the following is a property of communication links when using indirect communication?,Links are established automatically between any two processes.,Exactly one link exists per pair of communicating processes.,A link may be associated with more than two processes.,Communication is always symmetric.,Messages are always fixed size.,C,Properties listed for indirect communication include 'link may be associated with >2 processes' and 'multiple links per pair.'
"When multiple processes try to receive a single message from a mailbox in indirect communication, how might the system typically handle this?",All waiting processes receive a copy of the message.,The sender explicitly names which of the multiple receivers gets the message.,"At most one process executes `receive()` at a time, and the system arbitrarily selects a receiver (e.g., using round robin).",The message is broadcast to all potential receivers simultaneously.,"The message is discarded, and an error is returned.",C,"The text specifies: 'Handling multiple receivers for one message: At most one process executes `receive()` at a time. System arbitrarily selects receiver (e.g., round robin).'"
"What happens to a mailbox when it is owned by a process, according to the text?",It exists independently of the owner process's lifetime.,Any process can send and receive messages from it.,"It becomes part of the process's address space, and it disappears upon owner termination.",The OS provides create/send/receive/delete mechanisms for it.,It can only be used by processes on different machines.,C,"The text states: 'By process: Part of process address space. Owner receives, user sends. Disappears on owner termination.'"
What is a characteristic of a mailbox when it is owned by the operating system?,It is part of a specific process's address space.,It disappears when the creating process terminates.,"It has an independent existence, and the OS provides mechanisms for its management.",Only the owner process can receive messages from it.,It can only have two processes associated with it.,C,The text states: 'By OS: Independent existence. OS provides create/send/receive/delete mechanisms. Can have multiple receivers.'
What is the primary role of `send()` and `receive()` primitives in message passing related to synchronization?,To ensure data integrity only.,To manage CPU scheduling.,To coordinate the timing and availability of messages between processes.,To establish network connections.,To compress messages before transmission.,C,The section 'Synchronization in Message Passing' discusses how these primitives manage blocking/nonblocking behavior to coordinate timing and availability.
"What defines a ""blocking send"" operation in message passing?",The sender sends the message and immediately resumes operation.,The sender is blocked until the message is received by the receiver or mailbox.,The sender is blocked until an acknowledgment is received from the OS.,The sender only sends messages of a fixed size.,The sender checks if the receiver is busy before sending.,B,The text defines 'Blocking send: Sender blocked until message received by receiver/mailbox.'
"What defines a ""blocking receive"" operation?",The receiver retrieves a valid message or null immediately.,The receiver is blocked until a message is available.,The receiver processes messages in a batch.,The receiver sends an acknowledgment before receiving.,The receiver has a fixed buffer size.,B,The text defines 'Blocking receive: Receiver blocked until message available.'
"What is characteristic of a ""nonblocking send"" operation?",The sender waits for the receiver to confirm receipt.,The sender is blocked until a message slot becomes available in the buffer.,The sender sends the message and immediately resumes its operation.,The sender retransmits the message if no acknowledgment is received.,The sender must pre-allocate memory for the message.,C,"The text defines 'Nonblocking send: Sender sends message, resumes operation.'"
"What is characteristic of a ""nonblocking receive"" operation?",The receiver is blocked until a message arrives.,The receiver acknowledges receipt only after processing the message.,The receiver retrieves a valid message or immediately returns null if no message is available.,The receiver must explicitly poll for messages.,The receiver can only receive messages from a specific sender.,C,The text defines 'Nonblocking receive: Receiver retrieves valid message or null.'
"In the context of message passing, what is a ""rendezvous""?",A situation where a message is lost in transit.,A protocol for negotiating message sizes.,A state where both the `send()` and `receive()` operations are blocking.,An agreement on message encryption keys.,A type of buffering mechanism where no queue exists.,C,The text and glossary define 'Rendezvous: Both `send()` and `receive()` are blocking.'
"What is the purpose of ""buffering"" in message passing systems?",To encrypt messages for secure transmission.,To provide a temporary queue for messages.,To compress messages to save bandwidth.,To convert message formats between different systems.,To prioritize messages based on urgency.,B,The text defines 'Buffering: Temporary queue for messages.'
"What is true about ""zero capacity buffering""?","The queue length is infinite, and the sender never blocks.","The queue has a finite length, and the sender blocks if the queue is full.",Messages are stored permanently until retrieved.,"The queue length is 0, meaning the sender blocks until the recipient receives the message.",It is primarily used for asynchronous communication.,D,The text states: 'Zero capacity: Queue length 0. Sender blocks until recipient receives. No buffering.'
"In ""bounded capacity buffering,"" when does the sender block?",Only if the receiver is not ready.,Never; messages are always accepted.,If the temporary queue (of finite length) is full.,Until the message is acknowledged by the receiver.,Only if the message size exceeds the maximum allowed.,C,The text states: 'Bounded capacity: Finite length $n$. Sender blocks if queue full. Automatic buffering.'
"What is a characteristic of ""unbounded capacity buffering""?",The sender is always blocked until the message is received.,"The queue has a finite, fixed length.",The sender is blocked if the buffer is full.,"The queue has a potentially infinite length, and the sender never blocks.",It requires manual intervention for message clearing.,D,The text states: 'Unbounded capacity: Potentially infinite length. Sender never blocks. Automatic buffering.'
"How do the terms ""synchronous"" and ""asynchronous"" relate to blocking and nonblocking communication modes in IPC?","Synchronous refers to nonblocking, and asynchronous refers to blocking.",Both synchronous and asynchronous refer to nonblocking communication.,"Synchronous is equivalent to blocking, and asynchronous is equivalent to nonblocking.","They describe the speed of communication, not blocking behavior.","Synchronous implies message encryption, while asynchronous implies plain text.",C,The glossary defines 'synchronous' identically to 'blocking' and implies 'asynchronous' for nonblocking. The text also lists them as distinct communication modes.
What are the four IPC systems explored in the text?,"POSIX Message Queues, Windows Sockets, Mach RPC, UNIX Signals","POSIX Shared Memory, Mach Message Passing, Windows IPC, Pipes","System V Shared Memory, CORBA, DCOM, Message Queues","Local Procedure Calls, Remote Procedure Calls, Shared Files, Semaphores","POSIX Sockets, Named Pipes, Anonymous Pipes, Mach Shared Memory",B,"The 'Introduction to IPC Examples' section explicitly states that the text 'Explores four IPC systems: POSIX shared memory, Mach message passing, Windows IPC, Pipes.'"
How is POSIX Shared Memory primarily organized?,As a set of message queues,Using inter-process semaphores,Via memory-mapped files,Through direct kernel memory allocation,As a series of named pipes,C,"Under 'POSIX Shared Memory', it's stated: 'Organized using memory-mapped files.'"
Which POSIX function is used to create or open a shared-memory object and returns a file descriptor?,mmap(),ftruncate(),shm_unlink(),shm_open(),open_shm(),D,"The text states: 'shm_open(name, O_CREAT | O_RDWR, 0666): Creates/opens shared-memory object, returns file descriptor.'"
"After creating a POSIX shared-memory object, which function is used to configure its size in bytes?",mmap(),shm_open(),ftruncate(),sprintf(),set_shm_size(),C,"The text indicates: 'ftruncate(fd, size): Configures size of object in bytes.'"
Which POSIX function establishes a memory-mapped file and returns a pointer for access to the shared memory?,shm_open(),ftruncate(),mmap(),shm_unlink(),get_shm_pointer(),C,"The text states: 'mmap(): Establishes memory-mapped file, returns pointer for access.'"
What is the primary effect of using the MAP_SHARED flag when working with POSIX shared memory?,It makes the memory segment read-only for all processes.,It ensures that changes made by one process are visible only to that process.,It allows all sharing processes to see changes made to the shared memory.,It restricts access to only parent-child process relationships.,It indicates that the memory segment is private to a single process.,C,The text specifies: 'MAP_SHARED flag: Changes visible to all sharing processes.'
Which function is typically used by the consumer process to remove a POSIX shared memory segment after access?,ftruncate(),mmap(),shm_unlink(),shm_open(),close_shm(),C,The text states: 'Consumer uses shm_unlink(name) to remove segment after access.'
"When writing to a POSIX shared memory segment, what method is commonly described for placing data and managing the pointer?",Using printf() and decrementing the pointer.,Using scanf() and resetting the pointer to the start.,Using memcpy() and statically allocating space.,Using sprintf() to the pointer and incrementing the pointer by bytes written.,Using fwrite() directly to the shared memory file descriptor.,D,"The text under POSIX Shared Memory states: 'Writing: Use sprintf() to pointer, increment pointer by bytes written.'"
For what primary type of systems was Mach message passing designed?,Embedded systems,Real-time operating systems,Standalone personal computers,Distributed systems,Mainframe systems,D,"The 'Mach Message Passing' section notes: 'Designed for distributed systems (used in MacOS, iOS).'"
"In Mach message passing, communication occurs via messages sent to and received from what entities?",Sockets,Pipes,Shared memory segments,Ports,Semaphores,D,The text states: 'Communication via messages sent to/received from ports (mailboxes).'
Which statement accurately describes Mach ports?,They are of infinite size and are bidirectional.,They are of finite size and are unidirectional.,They are of infinite size and can have multiple receivers.,They are of finite size and are always bidirectional.,They are global and can be accessed by any process directly.,B,"The text describes Mach ports as: 'finite size, unidirectional.'"
"In Mach message passing, what is required for two-way communication between tasks?",A single bidirectional port.,"An additional, separate reply port.",Shared memory combined with a single port.,Two separate send ports.,A dedicated communication channel established by the kernel.,B,The text explains: 'Two-way communication needs separate reply port.'
"Concerning Mach ports, what is the rule regarding the number of receivers for a given port?",Multiple senders and multiple receivers are allowed.,Only one sender and one receiver are allowed.,Multiple senders but only one receiver are allowed.,Only one sender but multiple receivers are allowed.,The number of senders and receivers is dynamically assigned.,C,"The text states: 'Each port: multiple senders, one receiver.'"
"In Mach, who is the owner of a port and what special ability do they possess?","Any task can become the owner, and any owner can receive.","The kernel is the owner, and it manages all receive rights.","The creator of the port is the owner, and only the owner can receive.",The first task to send a message to the port becomes the owner and can receive.,There is no concept of a single owner; all tasks have equal rights.,C,"The text specifies: 'Creator of port is owner, only owner can receive. Owner can manipulate capabilities.'"
"Upon Mach task creation, which two special ports are typically created for interactions with the kernel?",Send and Receive ports,Input and Output ports,Task Self and Notify ports,Master and Slave ports,Request and Response ports,C,"The text mentions: 'Special ports on task creation: Task Self (kernel has receive rights, task sends to kernel), Notify (kernel sends notifications to task).'"
"Which Mach function is used to create a new port, allocate queue space for messages, and identify its rights?",mach_msg(),mach_port_deallocate(),mach_port_allocate(),mach_port_insert_right(),mach_port_register(),C,"The text notes: 'mach_port_allocate(): Creates new port, allocates queue space, identifies rights.'"
What is the primary purpose of a Mach bootstrap port?,To allow a task to receive notifications from the kernel.,"To provide a direct, low-latency communication channel between two specific tasks.",To enable a task to register a port it has created with a system-wide bootstrap server for lookup by other tasks.,To facilitate the transfer of large amounts of data between tasks without copying.,To manage the allocation and deallocation of port rights within a task.,C,The text states: 'Bootstrap port: Allows task to register port with system-wide bootstrap server. Other tasks can look up and obtain send rights.'
Which statement accurately describes message delivery in Mach message passing?,Messages are delivered unreliably but with high throughput.,Messages are delivered reliably and always maintain absolute ordering across all senders.,"Messages are delivered reliably, maintain same priority, and are FIFO for messages from the same sender, but without absolute ordering across different senders.",Messages are delivered on a best-effort basis and prioritize urgent messages regardless of sender.,Messages are delivered unreliably but are guaranteed to be in FIFO order across all senders.,C,"The text states: 'Messages delivered reliably, same priority. FIFO for same sender, no absolute ordering across senders.'"
A Mach message consists of which two primary fields?,A fixed-size header and a variable-sized body.,A variable-sized header and a fixed-size body.,Only a fixed-size header for metadata.,Only a variable-sized body for data.,A checksum and an acknowledgment field.,A,"The text indicates: 'Fixed-size header: metadata (size, source/destination ports). Variable-sized body: data.'"
"What is a key characteristic and benefit of Mach ""Complex"" message types?",They contain unstructured user data and are always interpreted by the kernel.,"They are used for small, simple data packets and are copied by the kernel.","They can contain pointers to memory (out-of-line data) or transfer port rights, which is useful for large data as it avoids copying.",They are encrypted for secure communication and have a fixed size.,They are only used for kernel-to-kernel communication and are not available to user tasks.,C,The text explains 'Complex' messages: 'Pointers to memory (out-of-line data) or transferring port rights. Useful for large data (avoids copying).'
Which function is the standard API used for sending and receiving messages in Mach?,send_msg(),receive_msg(),mach_msg(),port_send(),port_receive(),C,The text states: 'mach_msg(): Standard API for send/receive (MACH_SEND_MSG or MACH_RCV_MSG).'
Which of the following is NOT one of the flexible send/receive operations supported by mach_msg()?,Wait indefinitely if the queue is full.,Return immediately (do not wait).,Wait at most n milliseconds.,Automatically retransmit messages until acknowledged.,Temporarily cache a message (for server tasks).,D,"The text lists four flexible operations for mach_msg(): 'Wait indefinitely if queue full.', 'Wait at most n milliseconds.', 'Return immediately (do not wait).', 'Temporarily cache message (for server tasks, allows sending reply even if client port full).' Automatic retransmission is not mentioned."
How does Mach avoid message copying for intrasystem messages to improve performance?,By compressing message data before transmission.,By using dedicated hardware for message transfer.,By mapping the sender's address space directly into the receiver's using virtual memory techniques.,By limiting message size to fit within CPU registers.,By storing messages in a global shared memory region.,C,The text explicitly states: 'Performance: Mach avoids message copying by mapping sender's address space into receiver's (virtual memory techniques). Works for intrasystem messages.'
"A key design principle of Windows IPC, as described, is its support for what?",Monolithic kernel architecture,Single-process applications,Multiple subsystems,Direct hardware access for all applications,Legacy DOS compatibility exclusively,C,"The 'Windows IPC' section states: 'Modern design, modularity. Supports multiple subsystems.'"
What is the primary role of Advanced Local Procedure Call (ALPC) in Windows IPC?,To facilitate remote procedure calls over a network.,To provide a high-performance message-passing facility for communication between processes on the same machine.,To manage shared memory regions between unrelated processes.,To implement asynchronous I/O operations for device drivers.,To handle graphics rendering for modern applications.,B,The text defines ALPC as: 'Message-passing facility for same-machine communication. Optimized RPC.'
What are the two types of port objects used for connections in Windows ALPC?,Input and Output ports,Send and Receive ports,Connection ports and Communication ports,Public and Private ports,Server ports and Client ports,C,"The text describes ALPC ports: 'Two types: connection ports (published by server, visible) and communication ports (private, client-server pair).'"
"For messages larger than 256 bytes but not ""very large,"" how does Windows ALPC typically pass the data?",By copying the entire message via the port's message queue.,By direct memory access into the client's address space.,Through a named pipe.,Via a section object (shared memory region).,By breaking the message into smaller chunks that fit the queue.,D,Under 'ALPC Message-Passing Techniques': 'Larger messages: passed through section object (shared memory region).'
How does Windows ALPC relate to the standard Windows API for applications?,ALPC is the primary direct API for all application-level IPC.,"ALPC is not part of the Windows API; applications use standard RPC, which is indirectly handled by ALPC for same-system calls.","ALPC is an older, deprecated IPC mechanism replaced by modern Windows API functions.",ALPC is exclusively used by user applications for direct process communication.,ALPC provides high-level abstractions that wrap all other Windows IPC mechanisms.,B,"The text clarifies: 'ALPC not part of Windows API; applications use standard RPC, which is handled indirectly by ALPC for same-system calls.'"
"According to the glossary, what is a ""pipe""?",A network socket for inter-machine communication.,A hardware device for data storage.,A logical conduit allowing two processes to communicate.,A specialized memory buffer for kernel operations.,A mechanism for process synchronization.,C,The glossary defines 'pipe' as: 'A logical conduit allowing two processes to communicate.'
Ordinary pipes are inherently:,Bidirectional (full-duplex),Bidirectional (half-duplex),Unidirectional,Multidirectional,Directionality depends on the operating system,C,"The text states for Ordinary Pipes: 'Unidirectional (producer writes to write end, consumer reads from read end).'"
"In UNIX, when pipe(int fd[]) is called, which array element corresponds to the write end of the pipe?",fd[0],fd[1],fd[2],fd[-1],fd[any],B,"The text for UNIX Ordinary Pipes states: 'UNIX: pipe(int fd[]) creates pipe (fd[0] read, fd[1] write).'"
What kind of process relationship is typically required for ordinary pipes (both UNIX and Windows) to function?,Any two unrelated processes.,Processes communicating over a network.,Processes that are parent and child.,Processes belonging to the same user group.,Processes running with administrator privileges.,C,The text states for Ordinary Pipes: 'Both: Require parent-child relationship.'
Ordinary pipes are limited to communication between processes on:,The same machine only.,Different machines on the same local network.,Any two machines connected via the internet.,Machines running the same operating system.,Machines with identical hardware specifications.,A,The text specifies for Ordinary Pipes: 'Both: Require parent-child relationship. Same machine only.'
How does Windows handle the inheritance of ordinary pipe handles to child processes?,Automatically inherits all open handles by default.,Requires explicit inheritance using SECURITY_ATTRIBUTES and SetHandleInformation.,Pipes cannot be inherited by child processes in Windows.,"Inherits only the read end, not the write end.",Uses a separate kernel call InheritPipe() for this purpose.,B,"The text states for Windows Ordinary Pipes: 'Requires explicit inheritance (SECURITY_ATTRIBUTES, SetHandleInformation).'"
Which feature distinguishes named pipes (UNIX FIFOs) from ordinary pipes?,"Named pipes are always unidirectional, while ordinary pipes are bidirectional.","Named pipes require a parent-child relationship, while ordinary pipes do not.","Named pipes persist after the communicating processes terminate, while ordinary pipes do not.","Named pipes can only be used by two processes, while ordinary pipes can be used by several.","Named pipes are only available on UNIX, while ordinary pipes are only on Windows.",C,The text states for Named Pipes: 'Continue to exist after processes terminate.' This is a key distinction from ordinary pipes which are typically tied to process lifetimes.
Which statement is TRUE regarding UNIX FIFOs (named pipes)?,They are full-duplex and can communicate across machines.,"They are bidirectional but half-duplex, and are only for the same machine.",They require a parent-child relationship and are deleted upon process termination.,They are only used for signaling and cannot transfer data.,They are created with CreateNamedPipe() and connect with ConnectNamedPipe().,B,The text states: 'UNIX FIFOs: Half-duplex only. Same machine only (use sockets for intermachine).'
How are UNIX FIFOs (Named Pipes) created and how long do they persist?,"Created with pipe(), persist only while processes are active.","Created with mkfifo(), persist until explicitly deleted.","Created with CreateNamedPipe(), persist until system reboot.","Created automatically by the kernel, deleted when not in use.","Created by open() with a special flag, deleted when all processes close them.",B,"The text for UNIX FIFOs states: 'Created with mkfifo(), appear as files. ... Exist until explicitly deleted.'"
Which set of features accurately describes Windows Named Pipes?,"Unidirectional, require parent-child relationship, same machine only.","Half-duplex, appear as files, deleted explicitly.","Full-duplex, can communicate on same or different machines, byte- or message-oriented data.","Unidirectional, persist after processes terminate, accessed via mkfifo().","Half-duplex, only for signaling, not data transfer.",C,The text states: 'Windows Named Pipes: Full-duplex. Communicating processes can be on same or different machines. Byte- or message-oriented data.'
"In the context of networking and message-passing communications, what is the definition of a ""message""?",A connection point for devices to attach to computers.,A system call used to allocate shared memory.,"A communication, contained in one or more packets, that includes source and destination information to allow correct delivery.",A logical conduit allowing two processes to communicate.,A mechanism for process synchronization and resource locking.,C,"The glossary defines 'message' as: 'In networking, a communication, contained in one or more packets, that includes source and destination information to allow correct delivery. In message-passing communications, a packet of information with metadata about its sender and receiver.'"
"In the context of the Mach OS, what is a ""port""?",A communication address like an IP address.,A connection point for devices to attach to computers.,A mailbox for communication.,A function for moving code between platforms.,A shared memory region for fast data exchange.,C,"The glossary provides multiple definitions for 'port', with the specific Mach OS context being: 'In the Mach OS, a mailbox for communication.'"
"According to the glossary, what is the ""bootstrap server"" in Mach message passing?",A server responsible for loading the operating system at startup.,A client process that initiates communication with a server.,A system-wide service for registering ports.,A port that allows a task to register its created port.,A server that authenticates users before granting port access.,C,"The glossary defines 'bootstrap server' as: 'In Mach message passing, a system-wide service for registering ports.'"
"What is the definition of ""Advanced Local Procedure Call (ALPC)"" in Windows OS?",A method used for inter-machine communication.,A method for remote procedure calls between different operating systems.,A method used for communication between two processes on the same machine.,A protocol for network file sharing.,A legacy API for kernel-level debugging.,C,"The glossary defines 'advanced local procedure call (ALPC)' as: 'In Windows OS, a method used for communication between two processes on the same machine.'"
"In Windows OS, what is a ""communication port"" in the context of ALPC?","A port published by a server process, visible to clients.",A private port used to send messages between two processes.,A hardware port for network adapters.,A port used to maintain connection between two processes.,A port used exclusively by the kernel for internal communication.,B,"The glossary defines 'communication port' as: 'In Windows OS, a port used to send messages between two processes.'"
"In Windows OS, what is a ""section object""?",A type of pipe used for inter-process communication.,The data structure used to implement shared memory.,A security descriptor for process access control.,An object representing a network connection.,A kernel object used for thread synchronization.,B,The glossary defines 'section object' as: 'The Windows data structure that is used to implement shared memory.'
